,A,B,Label
8419,>ath-miR395b,>lcl|Athaliana_AT1G27135.1,0
8420,>mtr-miR164d,>lcl|Mtruncatula_Medtr5g058595.1,1
8421,>mtr-miR2627,>lcl|Mtruncatula_Medtr5g048060.2,0
8422,>gma-miR319d,>lcl|Gmax_Glyma.13G143300.1,1
8423,>gma-miR9742,>lcl|Gmax_Glyma.01G175700.7,0
8424,>ath-miR854a,>lcl|Athaliana_AT5G02550.1,1
8425,>ath-miR864-5p,>CNT2088162,0
8426,>mtr-miR5266,>lcl|Mtruncatula_Medtr2g014370.4,1
8427,>mtr-miR2607,>lcl|Mtruncatula_Medtr5g048060.2,0
8428,>gma-miR1520d,>lcl|Gmax_Glyma.14G010700.1,1
8429,>gma-miR169w,>lcl|Gmax_Glyma.18G042500.1,0
8430,>ath-miR854a,>CNT2087568,1
8431,>ath-miR857,>CNT2086982,0
8432,>mtr-miR2592bm-5p,>lcl|Mtruncatula_Medtr4g075380.1,1
8433,>mtr-miR5037a,>lcl|Mtruncatula_Medtr1g086180.1,0
8434,>gma-miR4414a-5p,>lcl|Gmax_Glyma.03G141100.1,1
8435,>gma-miR4352a,>lcl|Gmax_Glyma.06G207900.2,0
8436,>ath-miR169a-3p,>CNT2084933,1
8437,>ath-miR5664,>CNT2087700,0
8438,>mtr-miR2591,>lcl|Mtruncatula_Medtr1294s0010.1,1
8439,>mtr-miR2592a-5p,>lcl|Mtruncatula_Medtr7g111640.2,0
8440,>gma-miR4993,>lcl|Gmax_Glyma.14G195100.1,1
8441,>gma-miR4378b,>lcl|Gmax_Glyma.13G372800.1,0
8442,>ath-miR8167a,>lcl|Athaliana_AT3G52527.1,1
8443,>ath-miR5017-3p,>lcl|Athaliana_AT2G20835.1,0
8444,>mtr-miR164d,>lcl|Mtruncatula_Medtr3g098900.1,1
8445,>mtr-miR2592a-5p,>lcl|Mtruncatula_Medtr4g035885.1,0
8446,>gma-miR482e,>lcl|Gmax_Glyma.17G187900.1,1
8447,>gma-miR4409,>lcl|Gmax_Glyma.18G018700.1,0
8448,>ath-miR164c-5p,>lcl|Athaliana_AT4G28085.2,1
8449,>ath-miR868-3p,>lcl|Athaliana_AT3G06125.1,0
8450,>mtr-miR2111g-3p,>lcl|Mtruncatula_Medtr3g093810.1,1
8451,>mtr-miR171h,>lcl|Mtruncatula_Medtr1g086180.1,0
8452,>gma-miR166a-5p,>lcl|Gmax_Glyma.02G236000.1,1
8453,>gma-miR5380c,>lcl|Gmax_Glyma.01G175700.4,0
8454,>ath-miR8181,>lcl|Athaliana_AT5G14565.1,1
8455,>ath-miR8170-5p,>CNT2085060,0
8456,>mtr-miR164d,>lcl|Mtruncatula_Medtr2g009180.1,1
8457,>mtr-miR2089-3p,>lcl|Mtruncatula_Medtr5g081650.3,0
8458,>gma-miR482c-5p,>lcl|Gmax_Glyma.01G011000.1,1
8459,>gma-miR9745,>lcl|Gmax_Glyma.05G080300.5,0
8460,>ath-miR842,>lcl|Athaliana_AT4G06575.1,1
8461,>ath-miR866-5p,>CNT2088947,0
8462,>mtr-miR164d,>lcl|Mtruncatula_Medtr8g010290.1,1
8463,>mtr-miR5558-3p,>lcl|Mtruncatula_Medtr1g107440.2,0
8464,>gma-miR169i-5p,>lcl|Gmax_Glyma.14G202800.1,1
8465,>gma-miR395a,>lcl|Gmax_Glyma.19G157900.1,0
8466,>ath-miR5021,>CNT2088413,1
8467,>ath-miR5655,>NONATHT002839,0
8468,>mtr-miR5205c,>lcl|Mtruncatula_Medtr5g062240.1,1
8469,>mtr-miR169d-3p,>lcl|Mtruncatula_Medtr2g019360.1,0
8470,>gma-miR4343b,>lcl|Gmax_Glyma.01G016300.1,1
8471,>gma-miR10412,>lcl|Gmax_Glyma.11G013200.1,0
8472,>ath-miR2111a-3p,>lcl|Athaliana_AT1G49680.1,1
8473,>ath-miR863-5p,>NONATHT001508,0
8474,>mtr-miR169d-5p,>lcl|Mtruncatula_Medtr4g065440.1,1
8475,>mtr-miR5222,>lcl|Mtruncatula_Medtr7g090430.1,0
8476,>gma-miR159a-5p,>lcl|Gmax_Glyma.13G311400.1,1
8477,>gma-miR10446,>lcl|Gmax_Glyma.08G328700.1,0
8478,>ath-miR157a-3p,>NONATHT002879,1
8479,>ath-miR5997,>CNT2088596,0
8480,>mtr-miR2592ap,>lcl|Mtruncatula_Medtr0012s0170.1,1
8481,>mtr-miR530,>lcl|Mtruncatula_Medtr3g109685.1,0
8482,>gma-miR1531-3p,>lcl|Gmax_Glyma.09G282000.1,1
8483,>gma-miR4995,>lcl|Gmax_Glyma.04G116800.1,0
8484,>ath-miR169b-5p,>CNT2086690,1
8485,>ath-miR5024-5p,>CNT2089174,0
8486,>mtr-miR399t-5p,>lcl|Mtruncatula_Medtr2g020690.1,1
8487,>mtr-miR2602a,>lcl|Mtruncatula_Medtr1g107440.5,0
8488,>gma-miR4346,>lcl|Gmax_Glyma.13G034800.1,1
8489,>gma-miR5670a,>lcl|Gmax_Glyma.03G084100.2,0
8490,>ath-miR8167a,>lcl|Athaliana_AT2G41415.1,1
8491,>ath-miR5654-5p,>CNT2086750,0
8492,>mtr-miR5560-3p,>lcl|Mtruncatula_Medtr8g064130.1,1
8493,>mtr-miR2647a,>lcl|Mtruncatula_Medtr2g009910.1,0
8494,>gma-miR10191,>lcl|Gmax_Glyma.10G277900.1,1
8495,>gma-miR10448,>lcl|Gmax_Glyma.03G199800.1,0
8496,>ath-miR164a,>lcl|Athaliana_AT4G28085.1,1
8497,>ath-miR824-5p,>NONATHT001877,0
8498,>mtr-miR5227,>lcl|Mtruncatula_Medtr7g080600.1,1
8499,>mtr-miR2651,>lcl|Mtruncatula_Medtr2g105230.5,0
8500,>gma-miR482b-5p,>lcl|Gmax_Glyma.09G120500.3,1
8501,>gma-miR4371c,>lcl|Gmax_Glyma.12G082900.1,0
8502,>ath-miR830-5p,>CNT2087264,1
8503,>ath-miR824-5p,>lcl|Athaliana_AT4G06549.1,0
8504,>mtr-miR171f,>lcl|Mtruncatula_Medtr1g010190.1,1
8505,>mtr-miR5296,>lcl|Mtruncatula_Medtr2g009910.2,0
8506,>gma-miR4993,>lcl|Gmax_Glyma.11G041000.1,1
8507,>gma-miR5373,>lcl|Gmax_Glyma.05G099800.2,0
8508,>ath-miR169b-5p,>CNT2085664,1
8509,>ath-miR407,>lcl|Athaliana_AT1G27695.1,0
8510,>mtr-miR2617a,>lcl|Mtruncatula_Medtr0115s0030.1,1
8511,>mtr-miR4414b,>lcl|Mtruncatula_Medtr4g035885.1,0
8512,>gma-miR2118a-5p,>lcl|Gmax_Glyma.02G018100.1,1
8513,>gma-miR171i-5p,>lcl|Gmax_Glyma.01G220500.1,0
8514,>ath-miR869.2,>NONATHT002791,1
8515,>ath-miR168a-3p,>CNT2086500,0
8516,>mtr-miR4414a-3p,>lcl|Mtruncatula_Medtr4g082817.1,1
8517,>mtr-miR2680a,>lcl|Mtruncatula_Medtr2g031430.1,0
8518,>gma-miR4395,>lcl|Gmax_Glyma.09G002000.1,1
8519,>gma-miR828a,>lcl|Gmax_Glyma.18G018700.1,0
8520,>ath-miR169f-3p,>CNT2088519,1
8521,>ath-miR851-3p,>lcl|Athaliana_AT4G06492.1,0
8522,>mtr-miR156d-3p,>lcl|Mtruncatula_Medtr5g067815.1,1
8523,>mtr-miR1510b-3p,>lcl|Mtruncatula_Medtr8g051620.3,0
8524,>gma-miR408d,>lcl|Gmax_Glyma.06G226500.1,1
8525,>gma-miR5669,>lcl|Gmax_Glyma.01G175700.10,0
8526,>ath-miR5657,>CNT2084933,1
8527,>ath-miR402,>NONATHT001960,0
8528,>mtr-miR5276,>lcl|Mtruncatula_Medtr2g035920.1,1
8529,>mtr-miR156d-3p,>lcl|Mtruncatula_Medtr4g115740.7,0
8530,>gma-miR390b-3p,>lcl|Gmax_Glyma.17G227000.1,1
8531,>gma-miR1509b,>lcl|Gmax_Glyma.17G142500.4,0
8532,>ath-miR831-3p,>CNT2086259,1
8533,>ath-miR5630a,>CNT2084873,0
8534,>mtr-miR390,>lcl|Mtruncatula_Medtr1g031210.1,1
8535,>mtr-miR5240,>lcl|Mtruncatula_Medtr7g096640.2,0
8536,>gma-miR482c-5p,>lcl|Gmax_Glyma.06G026900.1,1
8537,>gma-miR4411,>lcl|Gmax_Glyma.01G175700.11,0
8538,>ath-miR170-3p,>lcl|Athaliana_AT3G47836.1,1
8539,>ath-miR831-5p,>NONATHT000925,0
8540,>mtr-miR399q,>lcl|Mtruncatula_Medtr4g066540.1,1
8541,>mtr-miR5206b,>lcl|Mtruncatula_Medtr8g043400.3,0
8542,>gma-miR156g,>lcl|Gmax_Glyma.04G221500.1,1
8543,>gma-miR9732,>lcl|Gmax_Glyma.01G015700.1,0
8544,>ath-miR5660,>lcl|Athaliana_AT2G24617.1,1
8545,>ath-miR5648-5p,>CNT2085124,0
8546,>mtr-miR2655b,>lcl|Mtruncatula_Medtr6g460620.1,1
8547,>mtr-miR2635,>lcl|Mtruncatula_Medtr1g086180.2,0
8548,>gma-miR396b-3p,>lcl|Gmax_Glyma.01G066800.1,1
8549,>gma-miR10444,>lcl|Gmax_Glyma.10G242900.1,0
8550,>ath-miR780.1,>CNT2088009,1
8551,>ath-miR407,>NONATHT001117,0
8552,>mtr-miR168a,>lcl|Mtruncatula_Medtr4g072920.1,1
8553,>mtr-miR2086-3p,>lcl|Mtruncatula_Medtr4g115740.7,0
8554,>gma-miR172h-5p,>lcl|Gmax_Glyma.12G138200.2,1
8555,>gma-miR4382,>lcl|Gmax_Glyma.01G175700.6,0
8556,>ath-miR404,>lcl|Athaliana_AT2G18735.1,1
8557,>ath-miR8166,>CNT2085565,0
8558,>mtr-miR2586b,>lcl|Mtruncatula_Medtr5g020330.1,1
8559,>mtr-miR5281a,>lcl|Mtruncatula_Medtr4g072130.1,0
8560,>gma-miR396d,>lcl|Gmax_Glyma.04G107700.1,1
8561,>gma-miR9766,>lcl|Gmax_Glyma.20G071900.1,0
8562,>ath-miR854a,>lcl|Athaliana_AT1G17300.1,1
8563,>ath-miR865-5p,>CNT2085583,0
8564,>mtr-miR399t-5p,>lcl|Mtruncatula_Medtr1g067420.1,1
8565,>mtr-miR5212-3p,>lcl|Mtruncatula_Medtr0101s0020.2,0
8566,>gma-miR482b-5p,>lcl|Gmax_Glyma.06G306400.1,1
8567,>gma-miR10188,>lcl|Gmax_Glyma.07G094000.1,0
8568,>ath-miR447c-3p,>lcl|Athaliana_AT1G21528.1,1
8569,>ath-miR4245,>CNT2085536,0
8570,>mtr-miR5259,>lcl|Mtruncatula_Medtr0129s0110.1,1
8571,>mtr-miR169e-5p,>lcl|Mtruncatula_Medtr4g043720.3,0
8572,>gma-miR1507c-5p,>lcl|Gmax_Glyma.08G227100.1,1
8573,>gma-miR5668,>lcl|Gmax_Glyma.19G157900.1,0
8574,>ath-miR849,>CNT2088701,1
8575,>ath-miR852,>NONATHT003509,0
8576,>mtr-miR168c-3p,>lcl|Mtruncatula_Medtr4g039450.1,1
8577,>mtr-miR1507-3p,>lcl|Mtruncatula_Medtr5g084410.3,0
8578,>gma-miR394b-5p,>lcl|Gmax_Glyma.17G204500.1,1
8579,>gma-miR398c,>lcl|Gmax_Glyma.10G080700.1,0
8580,>ath-miR849,>CNT2088710,1
8581,>ath-miR5650,>CNT2088525,0
8582,>mtr-miR5234,>lcl|Mtruncatula_Medtr7g028468.1,1
8583,>mtr-miR5225a,>lcl|Mtruncatula_Medtr3g050170.1,0
8584,>gma-miR10191,>lcl|Gmax_Glyma.14G054600.1,1
8585,>gma-miR393c-3p,>lcl|Gmax_Glyma.05G148600.1,0
8586,>ath-miR5022,>lcl|Athaliana_AT3G16960.1,1
8587,>ath-miR8170-5p,>CNT2087944,0
8588,>mtr-miR2613,>lcl|Mtruncatula_Medtr0001s0160.1,1
8589,>mtr-miR156b-3p,>lcl|Mtruncatula_Medtr3g466420.1,0
8590,>gma-miR160b,>lcl|Gmax_Glyma.05G012800.1,1
8591,>gma-miR4412-5p,>lcl|Gmax_Glyma.06G207900.2,0
8592,>ath-miR771,>CNT2087079,1
8593,>ath-miR829-3p.2,>lcl|Athaliana_AT5G12880.1,0
8594,>mtr-miR5254,>lcl|Mtruncatula_Medtr1g041880.1,1
8595,>mtr-miR393a,>lcl|Mtruncatula_Medtr7g111640.3,0
8596,>gma-miR1524,>lcl|Gmax_Glyma.18G227600.1,1
8597,>gma-miR162a,>lcl|Gmax_Glyma.02G087300.1,0
8598,>ath-miR399a,>NONATHT003032,1
8599,>ath-miR829-3p.2,>CNT2088483,0
8600,>mtr-miR2673a,>lcl|Mtruncatula_Medtr0030s0360.1,1
8601,>mtr-miR171a,>lcl|Mtruncatula_Medtr4g115740.7,0
8602,>gma-miR4398,>lcl|Gmax_Glyma.01G134800.1,1
8603,>gma-miR4357,>lcl|Gmax_Glyma.02G184400.1,0
8604,>ath-miR5021,>CNT2085314,1
8605,>ath-miR5637,>CNT2086509,0
8606,>mtr-miR7700-5p,>lcl|Mtruncatula_Medtr8g037245.1,1
8607,>mtr-miR5259,>lcl|Mtruncatula_Medtr4g049300.2,0
8608,>gma-miR169c,>lcl|Gmax_Glyma.16G095400.1,1
8609,>gma-miR4364a,>lcl|Gmax_Glyma.19G197400.1,0
8610,>ath-miR5020a,>NONATHT002351,1
8611,>ath-miR5017-3p,>lcl|Athaliana_AT5G57310.1,0
8612,>mtr-miR164a,>lcl|Mtruncatula_Medtr1g040420.1,1
8613,>mtr-miR5237,>lcl|Mtruncatula_Medtr8g022770.3,0
8614,>gma-miR482c-5p,>lcl|Gmax_Glyma.01G221900.1,1
8615,>gma-miR390b-3p,>lcl|Gmax_Glyma.13G372800.2,0
8616,>ath-miR156b-3p,>CNT2085872,1
8617,>ath-miR8121,>NONATHT000908,0
8618,>mtr-miR160a,>lcl|Mtruncatula_Medtr7g014345.1,1
8619,>mtr-miR2616,>lcl|Mtruncatula_Medtr5g084410.2,0
8620,>gma-miR396f,>lcl|Gmax_Glyma.08G320400.1,1
8621,>gma-miR156d,>lcl|Gmax_Glyma.01G015700.1,0
8622,>ath-miR399e,>CNT2085769,1
8623,>ath-miR4221,>CNT2086895,0
8624,>mtr-miR2670e,>lcl|Mtruncatula_Medtr4g022300.1,1
8625,>mtr-miR5226,>lcl|Mtruncatula_Medtr2g028720.1,0
8626,>gma-miR160a-3p,>lcl|Gmax_Glyma.09G231300.1,1
8627,>gma-miR10414,>lcl|Gmax_Glyma.20G107000.1,0
8628,>ath-miR861-5p,>CNT2086944,1
8629,>ath-miR774b-3p,>CNT2087556,0
8630,>mtr-miR156i-3p,>lcl|Mtruncatula_Medtr0512s0010.1,1
8631,>mtr-miR2619a,>lcl|Mtruncatula_Medtr2g023920.2,0
8632,>gma-miR10428,>lcl|Gmax_Glyma.04G169800.1,1
8633,>gma-miR4371c,>lcl|Gmax_Glyma.18G290700.4,0
8634,>ath-miR5639-3p,>lcl|Athaliana_AT3G23245.1,1
8635,>ath-miR8166,>CNT2087686,0
8636,>mtr-miR2621,>lcl|Mtruncatula_Medtr1727s0010.1,1
8637,>mtr-miR2656a,>lcl|Mtruncatula_Medtr1g095390.2,0
8638,>gma-miR5777,>lcl|Gmax_Glyma.19G034100.1,1
8639,>gma-miR1509a,>lcl|Gmax_Glyma.16G199800.1,0
8640,>ath-miR840-5p,>CNT2085510,1
8641,>ath-miR860,>CNT2085673,0
8642,>mtr-miR159b,>lcl|Mtruncatula_Medtr7g090670.1,1
8643,>mtr-miR2590h,>lcl|Mtruncatula_Medtr4g049300.2,0
8644,>gma-miR5032,>lcl|Gmax_Glyma.09G095200.1,1
8645,>gma-miR4396,>lcl|Gmax_Glyma.11G137200.1,0
8646,>ath-miR167d,>lcl|Athaliana_AT3G51380.1,1
8647,>ath-miR2111a-3p,>lcl|Athaliana_AT4G21192.2,0
8648,>mtr-miR2630a,>lcl|Mtruncatula_Medtr1g067780.1,1
8649,>mtr-miR2592bl-5p,>lcl|Mtruncatula_Medtr1g107440.6,0
8650,>gma-miR1520r,>lcl|Gmax_Glyma.09G263500.1,1
8651,>gma-miR1510a-3p,>lcl|Gmax_Glyma.13G278900.4,0
8652,>ath-miR5640,>lcl|Athaliana_AT4G16695.1,1
8653,>ath-miR3434-5p,>lcl|Athaliana_AT3G46345.1,0
8654,>mtr-miR166b,>lcl|Mtruncatula_Medtr5g090360.1,1
8655,>mtr-miR5561-5p,>lcl|Mtruncatula_Medtr4g035885.1,0
8656,>gma-miR156p,>lcl|Gmax_Glyma.06G007200.1,1
8657,>gma-miR530a,>lcl|Gmax_Glyma.18G290700.3,0
8658,>ath-miR166a-5p,>lcl|Athaliana_AT1G61575.1,1
8659,>ath-miR8178,>CNT2088746,0
8660,>mtr-miR398b,>lcl|Mtruncatula_Medtr3g466210.1,1
8661,>mtr-miR5263,>lcl|Mtruncatula_Medtr4g035885.1,0
8662,>gma-miR394b-5p,>lcl|Gmax_Glyma.09G146600.1,1
8663,>gma-miR399d,>lcl|Gmax_Glyma.01G129800.1,0
8664,>ath-miR156g,>CNT2086081,1
8665,>ath-miR824-5p,>CNT2085231,0
8666,>mtr-miR5276,>lcl|Mtruncatula_Medtr3g107755.1,1
8667,>mtr-miR156d-3p,>lcl|Mtruncatula_Medtr8g087480.1,0
8668,>gma-miR1523b,>lcl|Gmax_Glyma.09G231300.1,1
8669,>gma-miR4396,>lcl|Gmax_Glyma.02G111100.1,0
8670,>ath-miR166a-5p,>CNT2085268,1
8671,>ath-miR4243,>CNT2085480,0
8672,>mtr-miR2592bm-5p,>lcl|Mtruncatula_Medtr0036s0310.1,1
8673,>mtr-miR1510b-5p,>lcl|Mtruncatula_Medtr8g022410.1,0
8674,>gma-miR169s-3p,>lcl|Gmax_Glyma.20G166700.1,1
8675,>gma-miR1520e,>lcl|Gmax_Glyma.12G061000.1,0
8676,>ath-miR773a,>CNT2086406,1
8677,>ath-miR8174,>lcl|Athaliana_AT2G19806.1,0
8678,>mtr-miR5273,>lcl|Mtruncatula_Medtr2g034350.1,1
8679,>mtr-miR5747,>lcl|Mtruncatula_Medtr7g102320.4,0
8680,>gma-miR5786,>lcl|Gmax_Glyma.11G159500.1,1
8681,>gma-miR396b-3p,>lcl|Gmax_Glyma.19G197400.1,0
8682,>ath-miR5027,>lcl|Athaliana_AT2G33847.1,1
8683,>ath-miR837-3p,>CNT2088596,0
8684,>mtr-miR1510a-5p,>lcl|Mtruncatula_Medtr8g016630.1,1
8685,>mtr-miR5298a,>lcl|Mtruncatula_Medtr3g117730.1,0
8686,>gma-miR171n,>lcl|Gmax_Glyma.U016400.1,1
8687,>gma-miR164a,>lcl|Gmax_Glyma.U034900.1,0
8688,>ath-miR390a-3p,>CNT2084812,1
8689,>ath-miR1887,>lcl|Athaliana_AT5G15190.2,0
8690,>mtr-miR319b-5p,>lcl|Mtruncatula_Medtr2g010880.1,1
8691,>mtr-miR5214-5p,>lcl|Mtruncatula_Medtr5g081650.3,0
8692,>gma-miR399a,>lcl|Gmax_Glyma.15G133000.1,1
8693,>gma-miR2107,>lcl|Gmax_Glyma.19G119500.1,0
8694,>ath-miR170-5p,>lcl|Athaliana_AT1G54575.1,1
8695,>ath-miR861-3p,>lcl|Athaliana_AT4G03443.1,0
8696,>mtr-miR5291a,>lcl|Mtruncatula_Medtr5g072270.1,1
8697,>mtr-miR5204,>lcl|Mtruncatula_Medtr1g054150.1,0
8698,>gma-miR393b,>lcl|Gmax_Glyma.11G076400.1,1
8699,>gma-miR10193e,>lcl|Gmax_Glyma.10G242900.1,0
8700,>ath-miR832-5p,>CNT2085985,1
8701,>ath-miR5666,>lcl|Athaliana_AT5G33365.1,0
8702,>mtr-miR399t-5p,>lcl|Mtruncatula_Medtr4g025380.1,1
8703,>mtr-miR5560-3p,>lcl|Mtruncatula_Medtr1g095390.2,0
8704,>gma-miR399m,>lcl|Gmax_Glyma.02G163700.1,1
8705,>gma-miR319q,>lcl|Gmax_Glyma.U035100.2,0
8706,>ath-miR5640,>lcl|Athaliana_AT4G39675.1,1
8707,>ath-miR774a,>lcl|Athaliana_AT2G15000.3,0
8708,>mtr-miR2592bi,>lcl|Mtruncatula_Medtr6g086815.1,1
8709,>mtr-miR5272a,>lcl|Mtruncatula_Medtr3g117730.1,0
8710,>gma-miR5041-3p,>lcl|Gmax_Glyma.13G003300.1,1
8711,>gma-miR171b-3p,>lcl|Gmax_Glyma.15G103000.1,0
8712,>ath-miR841b-5p,>CNT2087712,1
8713,>ath-miR2111a-5p,>NONATHT000362,0
8714,>mtr-miR2586a,>lcl|Mtruncatula_Medtr2g029260.1,1
8715,>mtr-miR2678,>lcl|Mtruncatula_Medtr7g096640.2,0
8716,>gma-miR10447,>lcl|Gmax_Glyma.14G158500.1,1
8717,>gma-miR10445,>lcl|Gmax_Glyma.08G330400.1,0
8718,>ath-miR170-3p,>CNT2085908,1
8719,>ath-miR8121,>lcl|Athaliana_AT4G05030.1,0
8720,>mtr-miR319d-3p,>lcl|Mtruncatula_Medtr5g078650.1,1
8721,>mtr-miR2111l,>lcl|Mtruncatula_Medtr4g035885.1,0
8722,>gma-miR156f,>lcl|Gmax_Glyma.07G145500.1,1
8723,>gma-miR1529,>lcl|Gmax_Glyma.01G122600.1,0
8724,>ath-miR5658,>CNT2086375,1
8725,>ath-miR2111a-3p,>CNT2085760,0
8726,>mtr-miR5276,>lcl|Mtruncatula_Medtr4g083450.1,1
8727,>mtr-miR167b-3p,>lcl|Mtruncatula_Medtr4g115740.6,0
8728,>gma-miR10199,>lcl|Gmax_Glyma.18G270200.1,1
8729,>gma-miR10425,>lcl|Gmax_Glyma.20G157000.2,0
8730,>ath-miR8180,>CNT2087167,1
8731,>ath-miR8178,>CNT2087651,0
8732,>mtr-miR5221,>lcl|Mtruncatula_Medtr1597s0010.1,1
8733,>mtr-miR169e-5p,>lcl|Mtruncatula_Medtr1g086180.2,0
8734,>gma-miR4371c,>lcl|Gmax_Glyma.16G028300.1,1
8735,>gma-miR396b-5p,>lcl|Gmax_Glyma.16G121100.1,0
8736,>ath-miR3933,>CNT2088807,1
8737,>ath-miR5014a-3p,>CNT2085950,0
8738,>mtr-miR169k,>lcl|Mtruncatula_Medtr4g115510.1,1
8739,>mtr-miR7700-5p,>lcl|Mtruncatula_Medtr1g107440.5,0
8740,>gma-miR482c-3p,>lcl|Gmax_Glyma.20G061800.1,1
8741,>gma-miR2109-5p,>lcl|Gmax_Glyma.05G148600.1,0
8742,>ath-miR169a-3p,>CNT2088612,1
8743,>ath-miR867,>NONATHT000984,0
8744,>mtr-miR5270a,>lcl|Mtruncatula_Medtr7g111090.1,1
8745,>mtr-miR172b,>lcl|Mtruncatula_Medtr0152s0100.1,0
8746,>gma-miR4386,>lcl|Gmax_Glyma.05G105400.1,1
8747,>gma-miR4369,>lcl|Gmax_Glyma.02G184400.1,0
8748,>ath-miR172a,>CNT2087774,1
8749,>ath-miR857,>NONATHT001648,0
8750,>mtr-miR2643a,>lcl|Mtruncatula_Medtr2g014370.7,1
8751,>mtr-miR5275,>lcl|Mtruncatula_Medtr1g086180.1,0
8752,>gma-miR168a,>lcl|Gmax_Glyma.15G253200.2,1
8753,>gma-miR1446,>lcl|Gmax_Glyma.11G157900.1,0
8754,>ath-miR4221,>CNT2087774,1
8755,>ath-miR866-3p,>CNT2086427,0
8756,>mtr-miR5298a,>lcl|Mtruncatula_Medtr6g005620.1,1
8757,>mtr-miR5267a,>lcl|Mtruncatula_Medtr2g009910.1,0
8758,>gma-miR1525,>lcl|Gmax_Glyma.11G022000.1,1
8759,>gma-miR10436,>lcl|Gmax_Glyma.12G082900.1,0
8760,>ath-miR169b-3p,>lcl|Athaliana_AT2G10611.1,1
8761,>ath-miR5014a-3p,>lcl|Athaliana_AT3G07215.4,0
8762,>mtr-miR171e-3p,>lcl|Mtruncatula_Medtr7g091830.1,1
8763,>mtr-miR5229a,>lcl|Mtruncatula_Medtr4g049300.2,0
8764,>gma-miR319c,>lcl|Gmax_Glyma.18G279100.1,1
8765,>gma-miR1512a-5p,>lcl|Gmax_Glyma.01G175700.7,0
8766,>ath-miR8172,>lcl|Athaliana_AT2G33690.1,1
8767,>ath-miR8174,>lcl|Athaliana_AT1G07728.2,0
8768,>mtr-miR2627,>lcl|Mtruncatula_Medtr1g484930.1,1
8769,>mtr-miR2641,>lcl|Mtruncatula_Medtr7g108080.1,0
8770,>gma-miR172d,>lcl|Gmax_Glyma.05G100700.1,1
8771,>gma-miR396j,>lcl|Gmax_Glyma.02G248900.1,0
8772,>ath-miR4228-3p,>CNT2087621,1
8773,>ath-miR870-3p,>CNT2088349,0
8774,>mtr-miR2623,>lcl|Mtruncatula_Medtr1g040420.1,1
8775,>mtr-miR2592ae,>lcl|Mtruncatula_Medtr2g031430.1,0
8776,>gma-miR4374a,>lcl|Gmax_Glyma.02G145900.1,1
8777,>gma-miR9746i,>lcl|Gmax_Glyma.13G164400.1,0
8778,>ath-miR156d-3p,>CNT2087217,1
8779,>ath-miR5633,>lcl|Athaliana_AT4G37295.1,0
8780,>mtr-miR5756,>lcl|Mtruncatula_Medtr1g068975.1,1
8781,>mtr-miR5228,>lcl|Mtruncatula_Medtr5g048060.2,0
8782,>gma-miR1516c,>lcl|Gmax_Glyma.05G172700.1,1
8783,>gma-miR156d,>lcl|Gmax_Glyma.17G251800.2,0
8784,>ath-miR159b-3p,>NONATHT000112,1
8785,>ath-miR866-5p,>NONATHT002223,0
8786,>mtr-miR5754,>lcl|Mtruncatula_Medtr7g107290.1,1
8787,>mtr-miR7701-3p,>lcl|Mtruncatula_Medtr5g084410.2,0
8788,>gma-miR1507a,>lcl|Gmax_Glyma.14G147300.1,1
8789,>gma-miR156ab,>lcl|Gmax_Glyma.13G020800.1,0
8790,>ath-miR3932b-5p,>lcl|Athaliana_AT5G18748.1,1
8791,>ath-miR400,>lcl|Athaliana_AT1G22403.1,0
8792,>mtr-miR5266,>lcl|Mtruncatula_Medtr6g014360.1,1
8793,>mtr-miR5285a,>lcl|Mtruncatula_Medtr1g107440.2,0
8794,>gma-miR2109-5p,>lcl|Gmax_Glyma.17G014400.1,1
8795,>gma-miR5671a,>lcl|Gmax_Glyma.12G132700.1,0
8796,>ath-miR319c,>CNT2085928,1
8797,>ath-miR1887,>NONATHT003252,0
8798,>mtr-miR319a-3p,>lcl|Mtruncatula_Medtr2g103710.1,1
8799,>mtr-miR5230,>lcl|Mtruncatula_Medtr2g031430.1,0
8800,>gma-miR4993,>lcl|Gmax_Glyma.09G033600.1,1
8801,>gma-miR5380a,>lcl|Gmax_Glyma.20G104100.1,0
8802,>ath-miR319c,>CNT2086558,1
8803,>ath-miR5639-5p,>lcl|Athaliana_AT1G15415.1,0
8804,>mtr-miR2592a-5p,>lcl|Mtruncatula_Medtr1336s0010.1,1
8805,>mtr-miR5746,>lcl|Mtruncatula_Medtr1g107440.2,0
8806,>gma-miR9727,>lcl|Gmax_Glyma.20G060500.1,1
8807,>gma-miR10432,>lcl|Gmax_Glyma.06G247400.1,0
8808,>ath-miR5640,>CNT2086146,1
8809,>ath-miR864-5p,>NONATHT002312,0
8810,>mtr-miR168c-3p,>lcl|Mtruncatula_Medtr2g089955.1,1
8811,>mtr-miR396b-5p,>lcl|Mtruncatula_Medtr7g108080.1,0
8812,>gma-miR164a,>lcl|Gmax_Glyma.17G040200.1,1
8813,>gma-miR1516d,>lcl|Gmax_Glyma.01G129800.1,0
8814,>ath-miR164c-5p,>CNT2087349,1
8815,>ath-miR5641,>lcl|Athaliana_AT2G12690.1,0
8816,>mtr-miR5266,>lcl|Mtruncatula_Medtr4g078770.9,1
8817,>mtr-miR5205a,>lcl|Mtruncatula_Medtr0016s0040.1,0
