,A,B,A_seq,B_seq,Label,pair_seq
18276,>hsa-miR-367-3p,>ENST00000445791.5,,,0,
18277,>hsa-miR-103a-3p,>ENST00000437028.5,,,0,
18278,>hsa-miR-20b-5p,>ENST00000449469.5,,,0,
18279,>hsa-miR-520a-3p,>ENST00000561191.1,,,0,
18280,>hsa-miR-365a-3p,>ENST00000425991.1,,,0,
18281,>hsa-miR-152-3p,>ENST00000486094.5,,,0,
18282,>hsa-miR-20b-5p,>ENST00000509760.1,,,0,
18283,>hsa-miR-4770,>ENST00000450713.1,,,0,
18284,>hsa-miR-424-5p,>ENST00000424477.5,,,0,
18285,>hsa-miR-23b-3p,>ENST00000444470.5,,,1,
18286,>hsa-miR-497-5p,>ENST00000502056.1,,,0,
18287,>hsa-miR-98-5p,>ENST00000456746.5,,,0,
18288,>hsa-miR-4735-3p,>ENST00000331944.10,,,0,
18289,>hsa-miR-139-5p,>ENST00000514114.5,,,0,
18290,>hsa-miR-4465,>ENST00000458228.5,,,0,
18291,>hsa-miR-374a-5p,>ENST00000443587.5,,,1,
18292,>hsa-miR-181c-5p,>ENST00000594959.5,,,1,
18293,>hsa-miR-23c,>ENST00000430245.5,,,1,
18294,>hsa-miR-181b-5p,>ENST00000501122.2,,,1,
18295,>hsa-miR-506-3p,>ENST00000539987.1,,,1,
18296,>hsa-miR-195-5p,>ENST00000591867.5,,,1,
18297,>hsa-miR-92b-3p,>ENST00000562919.1,,,0,
18298,>hsa-miR-15b-5p,>ENST00000601471.1,,,1,
18299,>hsa-miR-185-5p,>ENST00000555578.1,,,1,
18300,>hsa-miR-302c-3p,>ENST00000602743.1,,,1,
18301,>hsa-miR-128-3p,>ENST00000561275.5,,,1,
18302,>hsa-miR-4306,>ENST00000454129.5,,,1,
18303,>hsa-miR-302b-3p,>ENST00000631093.1,,,1,
18304,>hsa-miR-330-5p,>ENST00000452429.5,,,0,
18305,>hsa-miR-30c-5p,>ENST00000439598.6,,,0,
18306,>hsa-miR-30c-5p,>ENST00000520432.1,,,1,
18307,>hsa-miR-495-3p,>ENST00000568363.5,,,1,
18308,>hsa-miR-4306,>ENST00000593928.5,,,0,
18309,>hsa-miR-506-3p,>ENST00000411429.5,,,1,
18310,>hsa-miR-3666,>ENST00000452514.6,,,0,
18311,>hsa-miR-873-5p,>ENST00000603748.1,,,0,
18312,>hsa-miR-4644,>ENST00000511052.1,,,1,
18313,>hsa-miR-146b-5p,>ENST00000435295.1,,,0,
18314,>hsa-miR-497-5p,>ENST00000438589.1,,,1,
18315,>hsa-miR-186-5p,>ENST00000434399.5,,,1,
18316,>hsa-miR-320d,>ENST00000438589.1,,,0,
18317,>hsa-miR-182-5p,>ENST00000587278.1,,,0,
18318,>hsa-miR-372-3p,>ENST00000592671.1,,,0,
18319,>hsa-miR-497-5p,>ENST00000599421.1,,,1,
18320,>hsa-miR-211-5p,>ENST00000591854.5,,,0,
18321,>hsa-miR-106a-5p,>ENST00000420651.2,,,0,
18322,>hsa-miR-26b-5p,>ENST00000561226.5,,,1,
18323,>hsa-miR-506-3p,>ENST00000483289.2,,,1,
18324,>hsa-miR-223-3p,>ENST00000509161.1,,,0,
18325,>hsa-miR-544a,>ENST00000422207.5,,,1,
18326,>hsa-miR-16-5p,>ENST00000514573.5,,,1,
18327,>hsa-miR-10a-5p,>ENST00000596365.5,,,0,
18328,>hsa-miR-17-5p,>ENST00000596717.5,,,0,
18329,>hsa-miR-372-3p,>ENST00000596717.5,,,0,
18330,>hsa-miR-106b-5p,>ENST00000595997.5,,,0,
18331,>hsa-miR-148a-3p,>ENST00000437621.6,,,0,
18332,>hsa-miR-346,>ENST00000422008.5,,,1,
18333,>hsa-miR-320b,>ENST00000431090.1,,,1,
18334,>hsa-miR-433-3p,>ENST00000422183.5,,,1,
18335,>hsa-miR-30a-5p,>ENST00000558945.5,,,1,
18336,>hsa-miR-216b-5p,>ENST00000564352.1,,,0,
18337,>hsa-miR-194-5p,>ENST00000591223.5,,,1,
18338,>hsa-miR-873-5p,>ENST00000425771.5,,,1,
18339,>hsa-miR-497-5p,>ENST00000601471.1,,,1,
18340,>hsa-miR-520d-3p,>ENST00000502789.2,,,0,
18341,>hsa-miR-497-5p,>ENST00000417942.5,,,1,
18342,>hsa-miR-24-3p,>ENST00000586784.1,,,1,
18343,>hsa-miR-135a-5p,>ENST00000460471.1,,,0,
18344,>hsa-miR-1297,>ENST00000432296.1,,,1,
18345,>hsa-miR-195-5p,>ENST00000460754.1,,,0,
18346,>hsa-miR-214-3p,>ENST00000602516.1,,,1,
18347,>hsa-miR-3139,>ENST00000432910.5,,,1,
18348,>hsa-miR-20b-5p,>ENST00000450203.5,,,0,
18349,>hsa-miR-15a-5p,>ENST00000568853.1,,,0,
18350,>hsa-miR-376a-3p,>ENST00000588784.1,,,0,
18351,>hsa-miR-19a-3p,>ENST00000443038.1,,,0,
18352,>hsa-miR-4465,>ENST00000557568.1,,,0,
18353,>hsa-miR-130b-3p,>ENST00000442293.5,,,0,
18354,>hsa-miR-93-5p,>ENST00000501396.5,,,0,
18355,>hsa-miR-3666,>ENST00000536662.5,,,1,
18356,>hsa-miR-186-5p,>ENST00000514358.1,,,0,
18357,>hsa-miR-224-5p,>ENST00000444998.1,,,1,
18358,>hsa-miR-433-3p,>ENST00000562691.2,,,0,
18359,>hsa-miR-4429,>ENST00000472494.1,,,0,
18360,>hsa-miR-302b-3p,>ENST00000582866.1,,,1,
18361,>hsa-miR-495-3p,>ENST00000575890.1,,,0,
18362,>hsa-miR-495-3p,>ENST00000562691.2,,,0,
18363,>hsa-miR-506-3p,>ENST00000487580.1,,,1,
18364,>hsa-miR-543,>ENST00000469846.2,,,1,
18365,>hsa-miR-302b-3p,>ENST00000429227.1,,,0,
18366,>hsa-miR-15b-5p,>ENST00000553421.1,,,1,
18367,>hsa-miR-544a,>ENST00000412297.1,,,0,
18368,>hsa-miR-136-5p,>ENST00000444470.5,,,1,
18369,>hsa-miR-302c-3p,>ENST00000511052.1,,,1,
18370,>hsa-miR-378b,>ENST00000445938.1,,,0,
18371,>hsa-miR-34a-5p,>ENST00000602498.1,,,1,
18372,>hsa-miR-106a-5p,>ENST00000422761.1,,,1,
18373,>hsa-miR-367-3p,>ENST00000604070.1,,,1,
18374,>hsa-miR-101-3p,>ENST00000567834.1,,,1,
18375,>hsa-miR-449a,>ENST00000602091.1,,,1,
18376,>hsa-miR-146a-5p,>ENST00000602319.1,,,1,
18377,>hsa-miR-28-5p,>ENST00000439598.6,,,0,
18378,>hsa-miR-4306,>ENST00000469301.1,,,1,
18379,>hsa-miR-17-5p,>ENST00000596223.5,,,0,
18380,>hsa-miR-142-3p,>ENST00000417032.1,,,1,
18381,>hsa-miR-361-5p,>ENST00000429159.6,,,1,
18382,>hsa-miR-218-5p,>ENST00000521231.1,,,1,
18383,>hsa-miR-182-5p,>ENST00000414894.1,,,1,
18384,>hsa-miR-653-5p,>ENST00000627197.1,,,1,
18385,>hsa-miR-551b-3p,>ENST00000593928.5,,,0,
18386,>hsa-miR-214-3p,>ENST00000513489.5,,,0,
18387,>hsa-miR-338-3p,>ENST00000424730.5,,,0,
18388,>hsa-miR-93-5p,>ENST00000564629.1,,,0,
18389,>hsa-miR-4295,>ENST00000570869.1,,,1,
18390,>hsa-miR-338-3p,>ENST00000422183.5,,,0,
18391,>hsa-miR-365a-3p,>ENST00000517550.1,,,0,
18392,>hsa-miR-21-5p,>ENST00000589187.5,,,0,
18393,>hsa-miR-106a-5p,>ENST00000503704.1,,,0,
18394,>hsa-miR-30c-5p,>ENST00000559094.1,,,1,
18395,>hsa-miR-320c,>ENST00000430166.5,,,1,
18396,>hsa-miR-370-3p,>ENST00000591332.5,,,1,
18397,>hsa-miR-302e,>ENST00000587743.1,,,1,
18398,>hsa-miR-506-3p,>ENST00000584686.1,,,0,
18399,>hsa-miR-28-5p,>ENST00000427820.1,,,1,
18400,>hsa-miR-28-5p,>ENST00000415536.5,,,0,
18401,>hsa-miR-149-5p,>ENST00000499180.2,,,1,
18402,>hsa-miR-302a-3p,>ENST00000604845.1,,,0,
18403,>hsa-miR-141-3p,>ENST00000580770.5,,,1,
18404,>hsa-miR-130a-3p,>ENST00000511495.1,,,1,
18405,>hsa-miR-421,>ENST00000439943.5,,,0,
18406,>hsa-miR-24-3p,>ENST00000601494.1,,,0,
18407,>hsa-miR-27b-3p,>ENST00000508286.1,,,0,
18408,>hsa-miR-181a-5p,>ENST00000553463.1,,,0,
18409,>hsa-miR-107,>ENST00000439559.2,,,0,
18410,>hsa-miR-373-3p,>ENST00000457955.5,,,0,
18411,>hsa-miR-424-5p,>ENST00000525716.2,,,0,
18412,>hsa-miR-3167,>ENST00000587568.5,,,0,
18413,>hsa-miR-543,>ENST00000558831.5,,,0,
18414,>hsa-miR-18a-5p,>ENST00000540968.1,,,1,
18415,>hsa-miR-205-5p,>ENST00000414075.5,,,1,
18416,>hsa-miR-212-3p,>ENST00000454596.1,,,0,
18417,>hsa-miR-367-3p,>ENST00000531977.1,,,0,
18418,>hsa-miR-193a-3p,>ENST00000443946.1,,,1,
18419,>hsa-miR-138-5p,>ENST00000383038.7,,,0,
18420,>hsa-miR-15a-5p,>ENST00000450044.1,,,0,
18421,>hsa-miR-186-5p,>ENST00000512213.5,,,0,
18422,>hsa-miR-27b-3p,>ENST00000436200.2,,,1,
18423,>hsa-miR-20b-5p,>ENST00000436715.5,,,1,
18424,>hsa-miR-4465,>ENST00000520944.5,,,1,
18425,>hsa-miR-873-5p,>ENST00000423473.6,,,0,
18426,>hsa-miR-148b-3p,>ENST00000631093.1,,,0,
18427,>hsa-miR-181c-5p,>ENST00000521609.5,,,1,
18428,>hsa-miR-30e-5p,>ENST00000527483.5,,,1,
18429,>hsa-miR-590-3p,>ENST00000508353.5,,,1,
18430,>hsa-miR-15b-5p,>ENST00000398216.2,,,0,
18431,>hsa-miR-15b-5p,>ENST00000447577.5,,,0,
18432,>hsa-miR-216b-5p,>ENST00000422230.1,,,1,
18433,>hsa-miR-520d-3p,>ENST00000521609.5,,,0,
18434,>hsa-miR-365a-3p,>ENST00000449111.5,,,1,
18435,>hsa-miR-424-5p,>ENST00000600056.1,,,0,
18436,>hsa-miR-148b-3p,>ENST00000568248.1,,,0,
18437,>hsa-miR-4429,>ENST00000442928.6,,,1,
18438,>hsa-miR-146a-5p,>ENST00000421599.5,,,0,
18439,>hsa-miR-29a-3p,>ENST00000505877.5,,,0,
18440,>hsa-miR-16-5p,>ENST00000589391.5,,,1,
18441,>hsa-miR-876-5p,>ENST00000476405.1,,,0,
18442,>hsa-miR-365a-3p,>ENST00000546674.1,,,0,
18443,>hsa-miR-98-5p,>ENST00000560248.1,,,0,
18444,>hsa-miR-23b-3p,>ENST00000587015.5,,,1,
18445,>hsa-miR-18a-5p,>ENST00000451298.1,,,0,
18446,>hsa-miR-300,>ENST00000587253.5,,,1,
18447,>hsa-miR-1297,>ENST00000442176.1,,,0,
18448,>hsa-miR-590-3p,>ENST00000588150.5,,,1,
18449,>hsa-miR-539-5p,>ENST00000602975.1,,,0,
18450,>hsa-miR-485-5p,>ENST00000435981.5,,,0,
18451,>hsa-miR-496,>ENST00000514288.5,,,0,
18452,>hsa-miR-193b-3p,>ENST00000508353.5,,,1,
18453,>hsa-miR-519d-3p,>ENST00000542086.5,,,0,
18454,>hsa-miR-367-3p,>ENST00000535337.1,,,0,
18455,>hsa-miR-181a-5p,>ENST00000452731.5,,,1,
18456,>hsa-miR-496,>ENST00000582096.1,,,0,
18457,>hsa-miR-302a-3p,>ENST00000587253.5,,,1,
18458,>hsa-miR-301a-3p,>ENST00000602609.1,,,0,
18459,>hsa-miR-15a-5p,>ENST00000414529.5,,,1,
18460,>hsa-miR-136-5p,>ENST00000428584.5,,,0,
18461,>hsa-miR-520c-3p,>ENST00000414430.5,,,0,
18462,>hsa-miR-101-3p,>ENST00000520944.5,,,1,
18463,>hsa-miR-520d-3p,>ENST00000564629.1,,,0,
18464,>hsa-miR-302c-3p,>ENST00000590780.5,,,1,
18465,>hsa-miR-363-3p,>ENST00000477392.1,,,0,
18466,>hsa-miR-190a-5p,>ENST00000588150.5,,,1,
18467,>hsa-miR-181a-5p,>ENST00000601263.1,,,1,
18468,>hsa-miR-29b-3p,>ENST00000520396.1,,,1,
18469,>hsa-miR-383-5p,>ENST00000581192.1,,,0,
18470,>hsa-miR-370-3p,>ENST00000434244.5,,,0,
18471,>hsa-miR-92b-3p,>ENST00000431767.5,,,0,
18472,>hsa-miR-363-3p,>ENST00000553134.5,,,1,
18473,>hsa-miR-1297,>ENST00000437541.1,,,1,
18474,>hsa-miR-16-5p,>ENST00000558109.1,,,1,
18475,>hsa-miR-92b-3p,>ENST00000551361.1,,,1,
18476,>hsa-miR-17-5p,>ENST00000561961.2,,,1,
18477,>hsa-miR-30b-5p,>ENST00000587899.3,,,1,
18478,>hsa-miR-27b-3p,>ENST00000602488.5,,,1,
18479,>hsa-miR-152-3p,>ENST00000517774.1,,,0,
18480,>hsa-miR-185-5p,>ENST00000444126.5,,,1,
18481,>hsa-miR-485-5p,>ENST00000458220.1,,,1,
18482,>hsa-miR-29c-3p,>ENST00000559368.5,,,1,
18483,>hsa-miR-302e,>ENST00000417942.5,,,1,
18484,>hsa-miR-300,>ENST00000587397.5,,,1,
18485,>hsa-miR-4262,>ENST00000584351.5,,,1,
18486,>hsa-miR-363-3p,>ENST00000555596.1,,,0,
18487,>hsa-miR-216b-5p,>ENST00000539975.5,,,1,
18488,>hsa-miR-98-5p,>ENST00000593928.5,,,0,
18489,>hsa-miR-195-5p,>ENST00000601471.1,,,1,
18490,>hsa-miR-300,>ENST00000534006.1,,,0,
18491,>hsa-miR-329-3p,>ENST00000501122.2,,,1,
18492,>hsa-miR-27a-3p,>ENST00000533528.1,,,0,
18493,>hsa-miR-761,>ENST00000499180.2,,,0,
18494,>hsa-miR-302e,>ENST00000448374.5,,,0,
18495,>hsa-miR-30b-5p,>ENST00000561226.5,,,1,
18496,>hsa-miR-496,>ENST00000413238.1,,,1,
18497,>hsa-miR-224-5p,>ENST00000438597.1,,,1,
18498,>hsa-miR-15a-5p,>ENST00000528689.5,,,0,
18499,>hsa-miR-373-3p,>ENST00000432296.1,,,1,
18500,>hsa-miR-19b-3p,>ENST00000555968.1,,,0,
18501,>hsa-miR-20a-5p,>ENST00000469846.2,,,0,
18502,>hsa-miR-300,>ENST00000586232.5,,,1,
18503,>hsa-miR-192-5p,>ENST00000517641.1,,,0,
18504,>hsa-miR-301a-3p,>ENST00000587306.5,,,0,
18505,>hsa-miR-129-5p,>ENST00000515055.1,,,1,
18506,>hsa-miR-520d-3p,>ENST00000463143.5,,,0,
18507,>hsa-miR-154-5p,>ENST00000458422.5,,,0,
18508,>hsa-miR-23b-3p,>ENST00000602418.5,,,1,
18509,>hsa-miR-449a,>ENST00000484698.5,,,0,
18510,>hsa-miR-874-3p,>ENST00000512932.5,,,1,
18511,>hsa-miR-181b-5p,>ENST00000519043.5,,,1,
18512,>hsa-miR-761,>ENST00000439057.5,,,0,
18513,>hsa-miR-140-5p,>ENST00000455777.1,,,1,
18514,>hsa-miR-148b-3p,>ENST00000555037.1,,,0,
18515,>hsa-miR-23a-3p,>ENST00000444375.1,,,0,
18516,>hsa-miR-302e,>ENST00000579125.1,,,1,
18517,>hsa-miR-520c-3p,>ENST00000508913.5,,,0,
18518,>hsa-miR-27a-3p,>ENST00000426962.1,,,0,
18519,>hsa-miR-15b-5p,>ENST00000587944.5,,,1,
18520,>hsa-miR-15a-5p,>ENST00000593427.1,,,1,
18521,>hsa-miR-761,>ENST00000506160.1,,,0,
18522,>hsa-miR-425-5p,>ENST00000563205.1,,,0,
18523,>hsa-miR-34a-5p,>ENST00000421843.5,,,1,
18524,>hsa-miR-29b-3p,>ENST00000416952.5,,,1,
18525,>hsa-miR-124-3p,>ENST00000432988.1,,,0,
18526,>hsa-miR-23c,>ENST00000416952.5,,,1,
18527,>hsa-miR-136-5p,>ENST00000454813.1,,,1,
18528,>hsa-miR-23a-3p,>ENST00000432988.1,,,0,
18529,>hsa-miR-193a-3p,>ENST00000548631.5,,,0,
18530,>hsa-miR-339-5p,>ENST00000520432.1,,,0,
18531,>hsa-miR-615-3p,>ENST00000590522.1,,,1,
18532,>hsa-miR-551b-3p,>ENST00000562632.1,,,0,
18533,>hsa-miR-4306,>ENST00000451424.1,,,0,
18534,>hsa-miR-4262,>ENST00000583719.5,,,1,
18535,>hsa-miR-4735-3p,>ENST00000580458.5,,,1,
18536,>hsa-miR-223-3p,>ENST00000449289.5,,,1,
18537,>hsa-miR-154-5p,>ENST00000559285.1,,,0,
18538,>hsa-miR-326,>ENST00000411804.1,,,0,
18539,>hsa-miR-23a-3p,>ENST00000504506.5,,,0,
18540,>hsa-miR-496,>ENST00000457853.1,,,0,
18541,>hsa-miR-7-5p,>ENST00000538790.1,,,0,
18542,>hsa-miR-194-5p,>ENST00000588753.1,,,1,
18543,>hsa-miR-449a,>ENST00000584597.1,,,1,
18544,>hsa-miR-28-5p,>ENST00000588753.1,,,1,
18545,>hsa-miR-372-3p,>ENST00000527641.1,,,0,
18546,>hsa-miR-218-5p,>ENST00000518088.5,,,0,
18547,>hsa-miR-519d-3p,>ENST00000570677.1,,,0,
18548,>hsa-miR-19b-3p,>ENST00000476405.1,,,1,
18549,>hsa-miR-19a-3p,>ENST00000442928.6,,,0,
18550,>hsa-miR-4735-3p,>ENST00000454068.5,,,1,
18551,>hsa-miR-320b,>ENST00000559368.5,,,1,
18552,>hsa-miR-29b-3p,>ENST00000568421.1,,,0,
18553,>hsa-miR-129-5p,>ENST00000456104.5,,,1,
18554,>hsa-miR-301a-3p,>ENST00000415124.1,,,0,
18555,>hsa-miR-15b-5p,>ENST00000454005.1,,,0,
18556,>hsa-miR-216a-5p,>ENST00000500118.2,,,1,
18557,>hsa-miR-384,>ENST00000505668.1,,,0,
18558,>hsa-miR-491-5p,>ENST00000415742.5,,,1,
18559,>hsa-miR-302c-3p,>ENST00000573860.1,,,0,
18560,>hsa-miR-181c-5p,>ENST00000546682.5,,,1,
18561,>hsa-miR-4465,>ENST00000506314.1,,,0,
18562,>hsa-miR-590-3p,>ENST00000537869.5,,,1,
18563,>hsa-miR-613,>ENST00000453011.5,,,1,
18564,>hsa-miR-26a-5p,>ENST00000428100.1,,,0,
18565,>hsa-miR-4295,>ENST00000602663.1,,,1,
18566,>hsa-miR-34a-5p,>ENST00000445680.1,,,1,
18567,>hsa-miR-15b-5p,>ENST00000420074.1,,,1,
18568,>hsa-miR-16-5p,>ENST00000602663.1,,,0,
18569,>hsa-miR-195-5p,>ENST00000505537.1,,,1,
18570,>hsa-miR-520c-3p,>ENST00000589451.1,,,0,
18571,>hsa-miR-544a,>ENST00000537095.1,,,1,
18572,>hsa-miR-216a-5p,>ENST00000561226.5,,,1,
18573,>hsa-miR-454-3p,>ENST00000417942.5,,,1,
18574,>hsa-miR-3619-5p,>ENST00000600056.1,,,0,
18575,>hsa-miR-26a-5p,>ENST00000416952.5,,,1,
18576,>hsa-miR-16-5p,>ENST00000532358.5,,,0,
18577,>hsa-miR-193a-3p,>ENST00000592716.1,,,0,
18578,>hsa-miR-3666,>ENST00000412855.2,,,0,
18579,>hsa-miR-18b-5p,>ENST00000422008.5,,,1,
18580,>hsa-miR-21-5p,>ENST00000523831.1,,,1,
18581,>hsa-miR-590-3p,>ENST00000526478.5,,,0,
18582,>hsa-miR-873-5p,>ENST00000600068.1,,,0,
18583,>hsa-miR-302a-3p,>ENST00000504718.5,,,0,
18584,>hsa-miR-199a-5p,>ENST00000425481.1,,,1,
18585,>hsa-miR-454-3p,>ENST00000587899.3,,,1,
18586,>hsa-miR-543,>ENST00000434399.5,,,1,
18587,>hsa-miR-181b-5p,>ENST00000462717.1,,,1,
18588,>hsa-miR-139-5p,>ENST00000433061.1,,,1,
18589,>hsa-miR-372-3p,>ENST00000594941.5,,,0,
18590,>hsa-miR-4262,>ENST00000420226.1,,,0,
18591,>hsa-miR-543,>ENST00000559368.5,,,1,
18592,>hsa-miR-150-5p,>ENST00000523445.5,,,0,
18593,>hsa-miR-34a-5p,>ENST00000587278.1,,,0,
18594,>hsa-miR-383-5p,>ENST00000585945.5,,,0,
18595,>hsa-miR-23c,>ENST00000590780.5,,,1,
18596,>hsa-miR-199b-5p,>ENST00000585827.1,,,1,
18597,>hsa-miR-424-5p,>ENST00000424730.5,,,0,
18598,>hsa-miR-320b,>ENST00000555162.1,,,1,
18599,>hsa-miR-302b-3p,>ENST00000517550.1,,,1,
18600,>hsa-miR-4644,>ENST00000523825.1,,,0,
18601,>hsa-miR-302a-3p,>ENST00000419237.1,,,0,
18602,>hsa-miR-135b-5p,>ENST00000505668.1,,,0,
18603,>hsa-miR-19b-3p,>ENST00000575139.1,,,0,
18604,>hsa-miR-302e,>ENST00000442860.5,,,0,
18605,>hsa-miR-449a,>ENST00000457719.1,,,0,
18606,>hsa-miR-222-3p,>ENST00000414227.1,,,1,
18607,>hsa-miR-181c-5p,>ENST00000499948.2,,,0,
18608,>hsa-miR-653-5p,>ENST00000426529.6,,,1,
18609,>hsa-miR-433-3p,>ENST00000412059.5,,,1,
18610,>hsa-miR-374a-5p,>ENST00000570809.1,,,1,
18611,>hsa-miR-301a-3p,>ENST00000581816.1,,,1,
18612,>hsa-miR-148a-3p,>ENST00000439598.6,,,0,
18613,>hsa-miR-92b-3p,>ENST00000554749.1,,,0,
18614,>hsa-miR-134-5p,>ENST00000366187.2,,,0,
18615,>hsa-miR-18a-5p,>ENST00000457898.1,,,0,
18616,>hsa-miR-181b-5p,>ENST00000594370.5,,,0,
18617,>hsa-miR-25-3p,>ENST00000415780.1,,,0,
18618,>hsa-miR-154-5p,>ENST00000568248.1,,,0,
18619,>hsa-miR-424-5p,>ENST00000527483.5,,,1,
18620,>hsa-miR-34a-5p,>ENST00000596366.1,,,0,
18621,>hsa-miR-129-5p,>ENST00000454935.1,,,1,
18622,>hsa-miR-19a-3p,>ENST00000518128.5,,,1,
18623,>hsa-miR-193a-3p,>ENST00000444482.1,,,1,
18624,>hsa-miR-544a,>ENST00000563434.1,,,0,
18625,>hsa-miR-15b-5p,>ENST00000541775.5,,,1,
18626,>hsa-miR-490-3p,>ENST00000501194.2,,,0,
18627,>hsa-miR-372-3p,>ENST00000598368.1,,,0,
18628,>hsa-miR-302a-3p,>ENST00000579125.1,,,1,
18629,>hsa-miR-24-3p,>ENST00000514573.5,,,1,
18630,>hsa-miR-431-5p,>ENST00000554036.1,,,1,
18631,>hsa-miR-34a-5p,>ENST00000421019.1,,,0,
18632,>hsa-miR-370-3p,>ENST00000587694.5,,,0,
18633,>hsa-miR-200c-3p,>ENST00000502433.5,,,0,
18634,>hsa-miR-196a-5p,>ENST00000553149.1,,,0,
18635,>hsa-miR-143-3p,>ENST00000443038.1,,,0,
18636,>hsa-miR-186-5p,>ENST00000624533.1,,,0,
18637,>hsa-miR-23b-3p,>ENST00000428029.6,,,0,
18638,>hsa-miR-25-3p,>ENST00000499685.2,,,0,
18639,>hsa-miR-136-5p,>ENST00000457898.1,,,0,
18640,>hsa-miR-520d-3p,>ENST00000599315.5,,,0,
18641,>hsa-miR-106a-5p,>ENST00000499521.2,,,1,
18642,>hsa-miR-454-3p,>ENST00000591156.5,,,0,
18643,>hsa-miR-200c-3p,>ENST00000440438.6,,,1,
18644,>hsa-miR-182-5p,>ENST00000538266.5,,,1,
18645,>hsa-miR-26b-5p,>ENST00000550118.2,,,0,
18646,>hsa-miR-4770,>ENST00000542248.5,,,1,
18647,>hsa-miR-106b-5p,>ENST00000444381.1,,,0,
18648,>hsa-miR-181d-5p,>ENST00000578994.5,,,1,
18649,>hsa-miR-33a-5p,>ENST00000506276.5,,,0,
18650,>hsa-miR-378f,>ENST00000602546.5,,,1,
18651,>hsa-miR-190a-5p,>ENST00000586954.1,,,1,
18652,>hsa-miR-497-5p,>ENST00000453790.1,,,0,
18653,>hsa-miR-590-3p,>ENST00000429892.5,,,0,
18654,>hsa-miR-135a-5p,>ENST00000416952.5,,,1,
18655,>hsa-miR-1297,>ENST00000529908.1,,,0,
18656,>hsa-miR-154-5p,>ENST00000540904.1,,,1,
18657,>hsa-miR-18a-5p,>ENST00000434796.5,,,1,
18658,>hsa-miR-21-5p,>ENST00000515108.1,,,1,
18659,>hsa-miR-302e,>ENST00000478806.1,,,0,
18660,>hsa-miR-590-5p,>ENST00000433317.1,,,0,
18661,>hsa-miR-195-5p,>ENST00000515570.1,,,0,
18662,>hsa-miR-302a-3p,>ENST00000602823.1,,,1,
18663,>hsa-miR-130b-3p,>ENST00000508015.1,,,1,
18664,>hsa-miR-3619-5p,>ENST00000340301.5,,,1,
18665,>hsa-miR-300,>ENST00000508286.1,,,0,
18666,>hsa-miR-339-5p,>ENST00000590628.1,,,0,
18667,>hsa-miR-152-3p,>ENST00000600379.5,,,1,
18668,>hsa-miR-205-5p,>ENST00000573414.1,,,0,
18669,>hsa-miR-17-5p,>ENST00000522875.5,,,1,
18670,>hsa-miR-27a-3p,>ENST00000560068.1,,,1,
18671,>hsa-miR-19b-3p,>ENST00000414894.1,,,1,
18672,>hsa-miR-182-5p,>ENST00000458228.5,,,1,
18673,>hsa-miR-488-3p,>ENST00000423473.6,,,0,
18674,>hsa-miR-378h,>ENST00000602319.1,,,1,
18675,>hsa-miR-24-3p,>ENST00000591920.5,,,1,
18676,>hsa-miR-23b-3p,>ENST00000567819.1,,,0,
18677,>hsa-miR-590-3p,>ENST00000599427.5,,,0,
18678,>hsa-miR-424-5p,>ENST00000590829.5,,,1,
18679,>hsa-miR-3666,>ENST00000432502.1,,,0,
18680,>hsa-miR-30e-5p,>ENST00000602516.1,,,1,
18681,>hsa-miR-497-5p,>ENST00000587568.5,,,1,
18682,>hsa-miR-30a-5p,>ENST00000439498.5,,,0,
18683,>hsa-miR-449a,>ENST00000492922.1,,,0,
18684,>hsa-miR-23c,>ENST00000438538.1,,,0,
18685,>hsa-miR-124-3p,>ENST00000501194.2,,,0,
18686,>hsa-miR-302a-3p,>ENST00000562391.5,,,0,
18687,>hsa-miR-101-3p,>ENST00000500358.6,,,0,
18688,>hsa-miR-125a-5p,>ENST00000554403.1,,,1,
18689,>hsa-miR-15a-5p,>ENST00000588286.1,,,0,
18690,>hsa-miR-653-5p,>ENST00000561226.5,,,1,
18691,>hsa-miR-367-3p,>ENST00000396588.6,,,0,
18692,>hsa-miR-506-3p,>ENST00000437730.5,,,0,
18693,>hsa-miR-124-3p,>ENST00000564194.5,,,0,
18694,>hsa-miR-186-5p,>ENST00000519043.5,,,1,
18695,>hsa-miR-148b-3p,>ENST00000425476.5,,,0,
18696,>hsa-miR-103a-3p,>ENST00000437456.5,,,0,
18697,>hsa-miR-23a-3p,>ENST00000523470.1,,,1,
18698,>hsa-miR-490-3p,>ENST00000602498.1,,,1,
18699,>hsa-miR-199b-5p,>ENST00000578730.1,,,0,
18700,>hsa-miR-130a-3p,>ENST00000546767.5,,,0,
18701,>hsa-miR-4770,>ENST00000533232.5,,,0,
18702,>hsa-miR-320c,>ENST00000548801.1,,,0,
18703,>hsa-miR-382-5p,>ENST00000424208.5,,,1,
18704,>hsa-miR-497-5p,>ENST00000559841.1,,,1,
18705,>hsa-miR-155-5p,>ENST00000439057.5,,,0,
18706,>hsa-miR-18a-5p,>ENST00000588286.1,,,0,
18707,>hsa-miR-4306,>ENST00000596088.5,,,1,
18708,>hsa-miR-4319,>ENST00000587944.5,,,0,
18709,>hsa-miR-410-3p,>ENST00000505302.1,,,0,
18710,>hsa-miR-497-5p,>ENST00000591223.5,,,1,
18711,>hsa-miR-454-3p,>ENST00000538335.1,,,1,
18712,>hsa-miR-152-3p,>ENST00000413911.1,,,0,
