A,B,Label
gma-miR482e,lcl_Gmax_Glyma.09G120500.2,1
gma-miR10419,lcl_Gmax_Glyma.04G050100.1,0
ath-miR858b,lcl_Athaliana_AT3G45120.1,1
ath-miR395b,CNT2085868,0
mtr-miR2586b,lcl_Mtruncatula_Medtr5g006550.1,1
mtr-miR7696a-3p,lcl_Mtruncatula_Medtr0152s0100.1,0
gma-miR395a,lcl_Gmax_Glyma.07G234600.1,1
gma-miR396j,lcl_Gmax_Glyma.18G042500.1,0
ath-miR831-3p,CNT2088975,1
ath-miR391-5p,CNT2088790,0
mtr-miR5754,lcl_Mtruncatula_Medtr8g009460.1,1
mtr-miR5224b,lcl_Mtruncatula_Medtr2g105230.5,0
gma-miR482c-3p,lcl_Gmax_Glyma.04G181200.2,1
gma-miR9726,lcl_Gmax_Glyma.06G038300.1,0
ath-miR391-5p,lcl_Athaliana_AT5G30721.1,1
ath-miR161.1,CNT2087244,0
mtr-miR2613,lcl_Mtruncatula_Medtr4g127520.1,1
mtr-miR5274b-3p,lcl_Mtruncatula_Medtr1g107440.2,0
gma-miR4416b,lcl_Gmax_Glyma.05G172500.1,1
gma-miR5043,lcl_Gmax_Glyma.17G261400.1,0
ath-miR863-3p,CNT2089130,1
ath-miR867,CNT2088271,0
mtr-miR5233,lcl_Mtruncatula_Medtr2g022610.1,1
mtr-miR5294a,lcl_Mtruncatula_Medtr1g107440.6,0
gma-miR4351,lcl_Gmax_Glyma.06G309100.3,1
gma-miR159a-3p,lcl_Gmax_Glyma.04G106700.1,0
ath-miR831-3p,NONATHT002786,1
ath-miR415,lcl_Athaliana_AT2G27400.1,0
mtr-miR482-5p,lcl_Mtruncatula_Medtr2g041710.1,1
mtr-miR172a,lcl_Mtruncatula_Medtr4g115740.7,0
gma-miR5764b,lcl_Gmax_Glyma.02G039600.1,1
gma-miR1515a,lcl_Gmax_Glyma.16G002000.1,0
ath-miR156f-3p,CNT2087013,1
ath-miR5027,NONATHT003269,0
mtr-miR2111g-3p,lcl_Mtruncatula_Medtr4g104430.1,1
mtr-miR395a,lcl_Mtruncatula_Medtr8g022410.1,0
gma-miR482e,lcl_Gmax_Glyma.11G046700.1,1
gma-miR1518,lcl_Gmax_Glyma.01G175700.1,0
ath-miR1886.2,CNT2085781,1
ath-miR5648-5p,CNT2086874,0
mtr-miR2673a,lcl_Mtruncatula_Medtr8g042430.1,1
mtr-miR2675,lcl_Mtruncatula_Medtr7g102320.4,0
gma-miR408a-3p,lcl_Gmax_Glyma.16G115000.1,1
gma-miR4345,lcl_Gmax_Glyma.20G010700.1,0
ath-miR771,CNT2088714,1
ath-miR824-5p,NONATHT001185,0
mtr-miR2617a,lcl_Mtruncatula_Medtr5g070270.1,1
mtr-miR5232,lcl_Mtruncatula_Medtr4g072130.1,0
gma-miR5786,lcl_Gmax_Glyma.20G011300.1,1
gma-miR4994-3p,lcl_Gmax_Glyma.10G242900.1,0
ath-miR8176,NONATHT002141,1
ath-miR5017-5p,lcl_Athaliana_AT3G25855.1,0
mtr-miR5205c,lcl_Mtruncatula_Medtr3g450610.1,1
mtr-miR5554a-5p,lcl_Mtruncatula_Medtr3g053460.2,0
gma-miR5380c,lcl_Gmax_Glyma.01G150600.1,1
gma-miR10423,lcl_Gmax_Glyma.02G111100.1,0
ath-miR858b,CNT2087788,1
ath-miR5019,CNT2085391,0
mtr-miR5266,lcl_Mtruncatula_Medtr1g057390.1,1
mtr-miR7701-3p,lcl_Mtruncatula_Medtr3g053460.2,0
gma-miR169l-3p,lcl_Gmax_Glyma.08G080800.1,1
gma-miR167g,lcl_Gmax_Glyma.17G146200.1,0
ath-miR396b-3p,CNT2086840,1
ath-miR829-5p,NONATHT000441,0
mtr-miR5258,lcl_Mtruncatula_Medtr1g102020.1,1
mtr-miR530,lcl_Mtruncatula_Medtr1g054150.1,0
gma-miR171o-5p,lcl_Gmax_Glyma.12G193100.2,1
gma-miR4416a,lcl_Gmax_Glyma.10G098800.1,0
ath-miR156f-3p,CNT2086487,1
ath-miR8170-5p,lcl_Athaliana_AT3G44420.2,0
mtr-miR5221,lcl_Mtruncatula_Medtr6g066120.1,1
mtr-miR390,lcl_Mtruncatula_Medtr2g105240.5,0
gma-miR482b-5p,lcl_Gmax_Glyma.04G102500.1,1
gma-miR9740,lcl_Gmax_Glyma.17G261400.1,0
ath-miR159b-3p,CNT2089016,1
ath-miR8121,CNT2087824,0
mtr-miR2673a,lcl_Mtruncatula_Medtr6g016940.1,1
mtr-miR395g,lcl_Mtruncatula_Medtr2g009910.1,0
gma-miR482e,lcl_Gmax_Glyma.18G192300.1,1
gma-miR9729,lcl_Gmax_Glyma.13G195500.1,0
ath-miR169h,lcl_Athaliana_AT4G21595.1,1
ath-miR415,lcl_Athaliana_AT4G03811.1,0
mtr-miR5216a,lcl_Mtruncatula_Medtr6g080120.1,1
mtr-miR2662,lcl_Mtruncatula_Medtr1g107440.2,0
gma-miR5780b,lcl_Gmax_Glyma.12G229900.1,1
gma-miR162a,lcl_Gmax_Glyma.16G002000.1,0
ath-miR8181,CNT2085448,1
ath-miR5652,CNT2085747,0
mtr-miR319b-5p,lcl_Mtruncatula_Medtr7g114430.1,1
mtr-miR5281b,lcl_Mtruncatula_Medtr3g109685.1,0
gma-miR4387a,lcl_Gmax_Glyma.20G201900.1,1
gma-miR10429,lcl_Gmax_Glyma.18G297000.1,0
ath-miR5999,CNT2085667,1
ath-miR5655,CNT2087048,0
mtr-miR2667a,lcl_Mtruncatula_Medtr4g127780.1,1
mtr-miR171e-3p,lcl_Mtruncatula_Medtr1g054150.1,0
gma-miR167l,lcl_Gmax_Glyma.05G103100.1,1
gma-miR5371-3p,lcl_Gmax_Glyma.13G132200.1,0
ath-miR169f-3p,CNT2087907,1
ath-miR5631,CNT2086606,0
mtr-miR168b,lcl_Mtruncatula_Medtr1g069875.1,1
mtr-miR7700-5p,lcl_Mtruncatula_Medtr4g049300.2,0
gma-miR160a-3p,lcl_Gmax_Glyma.07G139200.1,1
gma-miR403a,lcl_Gmax_Glyma.15G030300.1,0
ath-miR472-5p,CNT2086682,1
ath-miR830-3p,CNT2084828,0
mtr-miR5745a,lcl_Mtruncatula_Medtr8g107500.1,1
mtr-miR166e-5p,lcl_Mtruncatula_Medtr0101s0020.2,0
gma-miR482e,lcl_Gmax_Glyma.06G287300.1,1
gma-miR394a-3p,lcl_Gmax_Glyma.16G199800.1,0
ath-miR5642a,CNT2088282,1
ath-miR5024-5p,CNT2088907,0
mtr-miR319d-5p,lcl_Mtruncatula_Medtr4g036635.1,1
mtr-miR2678,lcl_Mtruncatula_Medtr1g095390.2,0
gma-miR5044,lcl_Gmax_Glyma.08G174000.2,1
gma-miR10410a,lcl_Gmax_Glyma.17G191700.1,0
ath-miR172a,lcl_Athaliana_AT3G56500.1,1
ath-miR407,lcl_Athaliana_AT1G56242.1,0
mtr-miR2586a,lcl_Mtruncatula_Medtr2g011740.1,1
mtr-miR2623,lcl_Mtruncatula_Medtr6g066100.2,0
gma-miR482b-5p,lcl_Gmax_Glyma.13G309500.1,1
gma-miR4374b,lcl_Gmax_Glyma.19G112400.1,0
ath-miR162a-5p,lcl_Athaliana_AT5G26690.1,1
ath-miR866-5p,NONATHT000258,0
mtr-miR5259,lcl_Mtruncatula_Medtr8g099240.1,1
mtr-miR395k,lcl_Mtruncatula_Medtr4g115740.6,0
gma-miR5774a,lcl_Gmax_Glyma.06G249600.1,1
gma-miR6299,lcl_Gmax_Glyma.18G300000.1,0
ath-miR173-3p,CNT2085664,1
ath-miR837-3p,CNT2085708,0
mtr-miR5556-5p,lcl_Mtruncatula_Medtr3g011350.1,1
mtr-miR396b-3p,lcl_Mtruncatula_Medtr7g090430.1,0
gma-miR167g,lcl_Gmax_Glyma.12G007100.1,1
gma-miR4349-5p,lcl_Gmax_Glyma.02G143900.2,0
ath-miR394b-3p,NONATHT003510,1
ath-miR173-3p,CNT2086935,0
mtr-miR169d-3p,lcl_Mtruncatula_Medtr2g045305.1,1
mtr-miR2670f,lcl_Mtruncatula_Medtr0101s0020.3,0
gma-miR169i-5p,lcl_Gmax_Glyma.02G234900.1,1
gma-miR4375,lcl_Gmax_Glyma.03G199800.1,0
ath-miR398b-3p,lcl_Athaliana_AT3G52070.1,1
ath-miR5014a-3p,lcl_Athaliana_AT5G30123.1,0
mtr-miR395k,lcl_Mtruncatula_Medtr7g095620.1,1
mtr-miR5251,lcl_Mtruncatula_Medtr1g086180.1,0
gma-miR169w,lcl_Gmax_Glyma.16G074400.1,1
gma-miR4371c,lcl_Gmax_Glyma.05G148600.1,0
ath-miR855,CNT2088112,1
ath-miR319c,NONATHT001634,0
mtr-miR168a,lcl_Mtruncatula_Medtr2g043750.1,1
mtr-miR2660,lcl_Mtruncatula_Medtr8g074520.1,0
gma-miR159a-3p,lcl_Gmax_Glyma.07G239500.1,1
gma-miR4413b,lcl_Gmax_Glyma.U035100.2,0
ath-miR8176,lcl_Athaliana_AT5G21020.2,1
ath-miR829-5p,lcl_Athaliana_AT5G49090.1,0
mtr-miR5266,lcl_Mtruncatula_Medtr4g078770.3,1
mtr-miR156b-3p,lcl_Mtruncatula_Medtr7g102320.4,0
gma-miR169e,lcl_Gmax_Glyma.09G026600.1,1
gma-miR160a-5p,lcl_Gmax_Glyma.01G015700.1,0
ath-miR169g-3p,CNT2086956,1
ath-miR867,NONATHT003652,0
mtr-miR5266,lcl_Mtruncatula_Medtr8g073545.1,1
mtr-miR5756,lcl_Mtruncatula_Medtr4g059760.1,0
gma-miR156ab,lcl_Gmax_Glyma.08G255700.1,1
gma-miR2111b,lcl_Gmax_Glyma.07G094600.1,0
ath-miR168a-5p,NONATHT000614,1
ath-miR2939,CNT2086449,0
mtr-miR2586b,lcl_Mtruncatula_Medtr7g081785.1,1
mtr-miR160f,lcl_Mtruncatula_Medtr0101s0020.3,0
gma-miR171j-5p,lcl_Gmax_Glyma.02G197100.1,1
gma-miR4994-5p,lcl_Gmax_Glyma.02G310500.1,0
ath-miR167c-5p,CNT2088392,1
ath-miR863-5p,lcl_Athaliana_AT2G04410.1,0
mtr-miR2594,lcl_Mtruncatula_Medtr8g102970.1,1
mtr-miR396b-5p,lcl_Mtruncatula_Medtr2g009910.2,0
gma-miR10196,lcl_Gmax_Glyma.18G059400.1,1
gma-miR10407d,lcl_Gmax_Glyma.07G135200.1,0
ath-miR838,CNT2085292,1
ath-miR860,NONATHT000941,0
mtr-miR2624,lcl_Mtruncatula_Medtr5g087060.1,1
mtr-miR5286b,lcl_Mtruncatula_Medtr1g095390.2,0
gma-miR482b-5p,lcl_Gmax_Glyma.09G120500.2,1
gma-miR396a-3p,lcl_Gmax_Glyma.01G175700.10,0
ath-miR854a,CNT2087567,1
ath-miR1886.3,CNT2087148,0
mtr-miR5275,lcl_Mtruncatula_Medtr1g064610.1,1
mtr-miR2612,lcl_Mtruncatula_Medtr1g107440.2,0
gma-miR4993,lcl_Gmax_Glyma.07G104300.1,1
gma-miR396b-3p,lcl_Gmax_Glyma.02G184400.1,0
ath-miR8181,CNT2086272,1
ath-miR5637,lcl_Athaliana_AT4G18400.1,0
mtr-miR5208a,lcl_Mtruncatula_Medtr1g071890.1,1
mtr-miR2111d-3p,lcl_Mtruncatula_Medtr7g111640.3,0
gma-miR10201,lcl_Gmax_Glyma.U007400.1,1
gma-miR9722,lcl_Gmax_Glyma.10G033300.1,0
ath-miR164c-5p,CNT2087835,1
ath-miR833a-3p,CNT2087505,0
mtr-miR2589,lcl_Mtruncatula_Medtr2g099840.1,1
mtr-miR5292a,lcl_Mtruncatula_Medtr2g019360.1,0
gma-miR159e-5p,lcl_Gmax_Glyma.10G274800.1,1
gma-miR5769,lcl_Gmax_Glyma.16G164700.3,0
ath-miR8181,lcl_Athaliana_AT1G44414.1,1
ath-miR8172,CNT2088367,0
mtr-miR319a-5p,lcl_Mtruncatula_Medtr8g022760.1,1
mtr-miR399j,lcl_Mtruncatula_Medtr3g109685.1,0
gma-miR4390,lcl_Gmax_Glyma.01G242200.1,1
gma-miR10434,lcl_Gmax_Glyma.05G064400.3,0
ath-miR3440b-3p,CNT2085602,1
ath-miR3434-5p,lcl_Athaliana_AT3G48526.1,0
mtr-miR5269b,lcl_Mtruncatula_Medtr6g087750.1,1
mtr-miR2669a,lcl_Mtruncatula_Medtr4g035885.1,0
gma-miR156p,lcl_Gmax_Glyma.11G237100.1,1
gma-miR391-5p,lcl_Gmax_Glyma.16G020900.1,0
ath-miR841b-5p,NONATHT003461,1
ath-miR860,NONATHT001312,0
mtr-miR156d-3p,lcl_Mtruncatula_Medtr0027s0010.1,1
mtr-miR319c-5p,lcl_Mtruncatula_Medtr2g019360.1,0
gma-miR156g,lcl_Gmax_Glyma.11G173200.1,1
gma-miR319i,lcl_Gmax_Glyma.13G164400.1,0
ath-miR447a-3p,CNT2086376,1
ath-miR5664,CNT2089011,0
mtr-miR395k,lcl_Mtruncatula_Medtr3g462900.1,1
mtr-miR2680a,lcl_Mtruncatula_Medtr4g115740.6,0
gma-miR5766,lcl_Gmax_Glyma.13G267100.1,1
gma-miR5035-3p,lcl_Gmax_Glyma.13G029100.1,0
ath-miR779.2,lcl_Athaliana_AT5G03440.1,1
ath-miR829-3p.2,lcl_Athaliana_AT1G61226.1,0
mtr-miR2673a,lcl_Mtruncatula_Medtr1g070300.1,1
mtr-miR160a,lcl_Mtruncatula_Medtr4g035885.1,0
gma-miR4358,lcl_Gmax_Glyma.14G096500.1,1
gma-miR4412-3p,lcl_Gmax_Glyma.13G195500.1,0
ath-miR8175,NONATHT003309,1
ath-miR5631,lcl_Athaliana_AT4G05583.2,0
mtr-miR5254,lcl_Mtruncatula_Medtr7g034095.1,1
mtr-miR395h,lcl_Mtruncatula_Medtr2g031430.1,0
gma-miR171c-5p,lcl_Gmax_Glyma.17G134400.1,1
gma-miR2108b,lcl_Gmax_Glyma.01G220500.1,0
ath-miR854a,NONATHT001912,1
ath-miR3434-3p,CNT2085064,0
mtr-miR5293,lcl_Mtruncatula_Medtr7g498250.2,1
mtr-miR2612,lcl_Mtruncatula_Medtr8g043400.3,0
gma-miR396i-3p,lcl_Gmax_Glyma.05G006500.1,1
gma-miR1520n,lcl_Gmax_Glyma.13G195500.1,0
ath-miR5662,CNT2088731,1
ath-miR8170-3p,CNT2085395,0
mtr-miR5266,lcl_Mtruncatula_Medtr2g006120.1,1
mtr-miR167a,lcl_Mtruncatula_Medtr2g019360.1,0
gma-miR9750-3p,lcl_Gmax_Glyma.16G004700.2,1
gma-miR1520f-3p,lcl_Gmax_Glyma.17G142500.1,0
ath-miR393b-3p,CNT2087120,1
ath-miR1886.3,CNT2085109,0
mtr-miR160c,lcl_Mtruncatula_Medtr5g074530.1,1
mtr-miR5284h,lcl_Mtruncatula_Medtr4g043720.3,0
gma-miR159b-3p,lcl_Gmax_Glyma.06G146800.1,1
gma-miR5372,lcl_Gmax_Glyma.11G013200.3,0
ath-miR774a,CNT2088795,1
ath-miR158a-5p,CNT2086505,0
mtr-miR5284a,lcl_Mtruncatula_Medtr3g022140.1,1
mtr-miR5279,lcl_Mtruncatula_Medtr2g028720.1,0
gma-miR1531-5p,lcl_Gmax_Glyma.04G114400.1,1
gma-miR9747,lcl_Gmax_Glyma.06G247400.1,0
ath-miR851-5p,lcl_Athaliana_AT3G49580.2,1
ath-miR5636,CNT2085430,0
mtr-miR2616,lcl_Mtruncatula_Medtr8g015870.1,1
mtr-miR5297,lcl_Mtruncatula_Medtr8g087480.1,0
gma-miR1508b,lcl_Gmax_Glyma.10G082700.1,1
gma-miR398c,lcl_Gmax_Glyma.05G080300.1,0
ath-miR8171,CNT2088033,1
ath-miR837-3p,lcl_Athaliana_AT1G54217.1,0
mtr-miR319a-5p,lcl_Mtruncatula_Medtr1g103250.1,1
mtr-miR2622,lcl_Mtruncatula_Medtr5g084410.3,0
gma-miR159a-5p,lcl_Gmax_Glyma.07G014900.1,1
gma-miR1520g,lcl_Gmax_Glyma.10G098800.1,0
ath-miR835-3p,lcl_Athaliana_AT5G07550.3,1
ath-miR1886.3,CNT2085723,0
mtr-miR5204,lcl_Mtruncatula_Medtr0128s0130.1,1
mtr-miR2608,lcl_Mtruncatula_Medtr5g084410.3,0
gma-miR482a-3p,lcl_Gmax_Glyma.19G171800.1,1
gma-miR156p,lcl_Gmax_Glyma.01G122600.1,0
ath-miR167d,lcl_Athaliana_AT3G52748.1,1
ath-miR5648-5p,CNT2087731,0
mtr-miR5224b,lcl_Mtruncatula_Medtr1g007230.1,1
mtr-miR2641,lcl_Mtruncatula_Medtr4g053180.2,0
gma-miR172a,lcl_Gmax_Glyma.15G133300.1,1
gma-miR10434,lcl_Gmax_Glyma.08G276200.1,0
ath-miR5660,lcl_Athaliana_AT3G13845.1,1
ath-miR857,lcl_Athaliana_AT3G03341.1,0
mtr-miR5281a,lcl_Mtruncatula_Medtr1g071190.1,1
mtr-miR2592ap,lcl_Mtruncatula_Medtr4g115740.6,0
gma-miR396h,lcl_Gmax_Glyma.20G081400.1,1
gma-miR156p,lcl_Gmax_Glyma.13G202700.1,0
ath-miR394b-3p,lcl_Athaliana_AT2G06770.1,1
ath-miR824-5p,CNT2088794,0
mtr-miR2673a,lcl_Mtruncatula_Medtr6g018420.1,1
mtr-miR2592a-3p,lcl_Mtruncatula_Medtr0101s0020.4,0
gma-miR164b,lcl_Gmax_Glyma.10G177900.1,1
gma-miR169h,lcl_Gmax_Glyma.10G256500.2,0
ath-miR399a,lcl_Athaliana_AT1G65342.1,1
ath-miR171c-5p,CNT2087854,0
mtr-miR2616,lcl_Mtruncatula_Medtr8g037155.1,1
mtr-miR2670f,lcl_Mtruncatula_Medtr8g095630.2,0
gma-miR10196,lcl_Gmax_Glyma.03G147500.1,1
gma-miR4379,lcl_Gmax_Glyma.U032600.1,0
ath-miR156d-3p,CNT2084973,1
ath-miR8178,CNT2084900,0
mtr-miR399b,lcl_Mtruncatula_Medtr1g017330.1,1
mtr-miR2651,lcl_Mtruncatula_Medtr7g108080.1,0
gma-miR2118a-5p,lcl_Gmax_Glyma.15G206500.1,1
gma-miR159b-3p,lcl_Gmax_Glyma.06G207900.2,0
ath-miR859,CNT2087506,1
ath-miR837-3p,lcl_Athaliana_AT3G05550.1,0
mtr-miR7700-5p,lcl_Mtruncatula_Medtr3g100465.1,1
mtr-miR2111c,lcl_Mtruncatula_Medtr6g066100.2,0
gma-miR169o,lcl_Gmax_Glyma.16G213600.1,1
gma-miR159a-3p,lcl_Gmax_Glyma.15G030300.1,0
ath-miR167c-5p,lcl_Athaliana_AT3G13500.1,1
ath-miR5025,CNT2088793,0
mtr-miR156d-3p,lcl_Mtruncatula_Medtr2g096510.1,1
mtr-miR5288,lcl_Mtruncatula_Medtr2g105230.5,0
gma-miR169j-5p,lcl_Gmax_Glyma.09G143400.1,1
gma-miR159b-3p,lcl_Gmax_Glyma.05G109000.1,0
ath-miR8171,NONATHT001678,1
ath-miR5666,NONATHT003213,0
mtr-miR7700-5p,lcl_Mtruncatula_Medtr8g088140.1,1
mtr-miR5204,lcl_Mtruncatula_Medtr4g072130.1,0
gma-miR482b-5p,lcl_Gmax_Glyma.13G250600.1,1
gma-miR319c,lcl_Gmax_Glyma.05G064400.3,0
ath-miR858a,lcl_Athaliana_AT5G04750.2,1
ath-miR8178,NONATHT000943,0
mtr-miR5233,lcl_Mtruncatula_Medtr7g061740.1,1
mtr-miR395a,lcl_Mtruncatula_Medtr0105s0070.1,0
gma-miR4375,lcl_Gmax_Glyma.10G170000.1,1
gma-miR4347,lcl_Gmax_Glyma.01G175700.4,0
ath-miR5634,CNT2087407,1
ath-miR8170-5p,CNT2086304,0
mtr-miR5560-3p,lcl_Mtruncatula_Medtr5g074630.1,1
mtr-miR171a,lcl_Mtruncatula_Medtr1g095390.2,0
gma-miR393b,lcl_Gmax_Glyma.14G144000.1,1
gma-miR4374b,lcl_Gmax_Glyma.01G175700.4,0
ath-miR5653,lcl_Athaliana_AT4G03865.1,1
ath-miR416,CNT2087515,0
mtr-miR2621,lcl_Mtruncatula_Medtr5g029315.1,1
mtr-miR166a,lcl_Mtruncatula_Medtr3g050170.1,0
gma-miR482a-3p,lcl_Gmax_Glyma.15G137600.1,1
gma-miR319c,lcl_Gmax_Glyma.13G132200.1,0
ath-miR773b-3p,CNT2088180,1
ath-miR3932a,lcl_Athaliana_AT5G14602.1,0
mtr-miR7697-3p,lcl_Mtruncatula_Medtr7g092000.1,1
mtr-miR156i-3p,lcl_Mtruncatula_Medtr8g095630.2,0
gma-miR4379,lcl_Gmax_Glyma.15G069000.1,1
gma-miR1532,lcl_Gmax_Glyma.10G256500.1,0
ath-miR2111b-3p,lcl_Athaliana_AT2G39520.1,1
ath-miR5637,CNT2086141,0
mtr-miR2111l,lcl_Mtruncatula_Medtr6g021620.1,1
mtr-miR2616,lcl_Mtruncatula_Medtr2g105230.5,0
gma-miR530a,lcl_Gmax_Glyma.19G254400.1,1
gma-miR10194,lcl_Gmax_Glyma.18G210200.1,0
ath-miR404,CNT2086983,1
ath-miR447c-3p,lcl_Athaliana_AT4G05584.1,0
mtr-miR5276,lcl_Mtruncatula_Medtr2g023950.1,1
mtr-miR5216a,lcl_Mtruncatula_Medtr7g102320.4,0
gma-miR390e,lcl_Gmax_Glyma.12G136500.1,1
gma-miR10194,lcl_Gmax_Glyma.07G135200.1,0
ath-miR4228-5p,CNT2088324,1
ath-miR846-5p,CNT2085472,0
mtr-miR5206a,lcl_Mtruncatula_Medtr5g028590.1,1
mtr-miR2662,lcl_Mtruncatula_Medtr5g015470.1,0
gma-miR164a,lcl_Gmax_Glyma.01G134800.1,1
gma-miR4364a,lcl_Gmax_Glyma.01G220500.1,0
ath-miR168a-5p,NONATHT000790,1
ath-miR156f-3p,CNT2087357,0
mtr-miR5266,lcl_Mtruncatula_Medtr3g075130.1,1
mtr-miR5252,lcl_Mtruncatula_Medtr5g081650.3,0
gma-miR319i,lcl_Gmax_Glyma.02G080100.1,1
gma-miR4387e,lcl_Gmax_Glyma.18G297000.1,0
ath-miR169g-3p,CNT2089177,1
ath-miR5628,CNT2086178,0
mtr-miR169g,lcl_Mtruncatula_Medtr1g110950.1,1
mtr-miR5234,lcl_Mtruncatula_Medtr2g009910.1,0
gma-miR482e,lcl_Gmax_Glyma.01G171500.1,1
gma-miR9736,lcl_Gmax_Glyma.13G164400.1,0
ath-miR167d,lcl_Athaliana_AT1G61920.1,1
ath-miR169b-3p,CNT2088955,0
mtr-miR169g,lcl_Mtruncatula_Medtr4g028840.1,1
mtr-miR5759,lcl_Mtruncatula_Medtr2g023920.2,0
gma-miR3522,lcl_Gmax_Glyma.18G278300.1,1
gma-miR4341,lcl_Gmax_Glyma.05G196200.1,0
ath-miR5020a,CNT2089154,1
ath-miR5631,CNT2085975,0
mtr-miR5281a,lcl_Mtruncatula_Medtr1g035840.1,1
mtr-miR2680a,lcl_Mtruncatula_Medtr1g054150.1,0
gma-miR1523b,lcl_Gmax_Glyma.14G047600.1,1
gma-miR4411,lcl_Gmax_Glyma.02G160000.1,0
ath-miR8181,lcl_Athaliana_AT4G09220.1,1
ath-miR827,lcl_Athaliana_AT4G04223.2,0
mtr-miR2673a,lcl_Mtruncatula_Medtr3g451900.1,1
mtr-miR2614,lcl_Mtruncatula_Medtr4g006610.1,0
gma-miR5676,lcl_Gmax_Glyma.15G240100.1,1
gma-miR5379,lcl_Gmax_Glyma.15G240200.1,0
ath-miR5648-3p,CNT2086555,1
ath-miR5017-5p,lcl_Athaliana_AT4G13259.1,0
mtr-miR2111g-3p,lcl_Mtruncatula_Medtr4g126400.1,1
mtr-miR2119,lcl_Mtruncatula_Medtr1g086180.1,0
gma-miR319c,lcl_Gmax_Glyma.02G080100.1,1
gma-miR10424a,lcl_Gmax_Glyma.20G134300.1,0
ath-miR165a-5p,NONATHT002279,1
ath-miR868-3p,CNT2084893,0
mtr-miR2596,lcl_Mtruncatula_Medtr1294s0010.1,1
mtr-miR2592a-5p,lcl_Mtruncatula_Medtr3g109685.1,0
gma-miR2109-3p,lcl_Gmax_Glyma.02G230000.1,1
gma-miR169a,lcl_Gmax_Glyma.09G078500.1,0
ath-miR156a-3p,CNT2088512,1
ath-miR859,CNT2086232,0
mtr-miR7700-5p,lcl_Mtruncatula_Medtr8g046075.1,1
mtr-miR2593e,lcl_Mtruncatula_Medtr2g009910.1,0
gma-miR4416c-5p,lcl_Gmax_Glyma.19G148500.1,1
gma-miR5372,lcl_Gmax_Glyma.02G184400.1,0
ath-miR3434-3p,lcl_Athaliana_AT2G23120.1,1
ath-miR8166,CNT2086737,0
mtr-miR171f,lcl_Mtruncatula_Medtr8g006040.1,1
mtr-miR2590h,lcl_Mtruncatula_Medtr8g043400.3,0
gma-miR159c,lcl_Gmax_Glyma.01G119100.1,1
gma-miR4994-3p,lcl_Gmax_Glyma.19G157900.1,0
ath-miR771,lcl_Athaliana_AT5G28070.1,1
ath-miR864-3p,CNT2084988,0
mtr-miR5563-5p,lcl_Mtruncatula_Medtr3g027320.1,1
mtr-miR5205b,lcl_Mtruncatula_Medtr3g050170.1,0
gma-miR9752,lcl_Gmax_Glyma.07G191800.1,1
gma-miR156e,lcl_Gmax_Glyma.18G290700.3,0
ath-miR394a,CNT2085019,1
ath-miR849,NONATHT003280,0
mtr-miR2600b,lcl_Mtruncatula_Medtr7g445870.1,1
mtr-miR7696a-3p,lcl_Mtruncatula_Medtr3g109685.1,0
gma-miR10448,lcl_Gmax_Glyma.14G111500.1,1
gma-miR1520i,lcl_Gmax_Glyma.06G214300.1,0
ath-miR834,CNT2087168,1
ath-miR864-5p,lcl_Athaliana_AT3G30222.1,0
mtr-miR167b-5p,lcl_Mtruncatula_Medtr4g131370.1,1
mtr-miR2615a,lcl_Mtruncatula_Medtr8g095630.2,0
gma-miR1507c-5p,lcl_Gmax_Glyma.15G220500.1,1
gma-miR4995,lcl_Gmax_Glyma.11G136800.1,0
ath-miR5020a,CNT2085996,1
ath-miR447a-3p,lcl_Athaliana_AT1G76960.1,0
mtr-miR2621,lcl_Mtruncatula_Medtr7g010905.1,1
mtr-miR2600a,lcl_Mtruncatula_Medtr3g050170.1,0
gma-miR393c-3p,lcl_Gmax_Glyma.13G185900.2,1
gma-miR1507c-5p,lcl_Gmax_Glyma.13G372800.2,0
ath-miR8176,CNT2087940,1
ath-miR844-3p,CNT2088173,0
mtr-miR2673a,lcl_Mtruncatula_Medtr3g093400.1,1
mtr-miR5284b,lcl_Mtruncatula_Medtr0101s0020.3,0
gma-miR9752,lcl_Gmax_Glyma.03G227000.1,1
gma-miR482c-3p,lcl_Gmax_Glyma.12G173100.1,0
ath-miR169f-3p,lcl_Athaliana_AT4G04925.1,1
ath-miR774b-5p,NONATHT002111,0
mtr-miR5556-5p,lcl_Mtruncatula_Medtr6g048370.1,1
mtr-miR2637,lcl_Mtruncatula_Medtr5g081650.3,0
gma-miR9737,lcl_Gmax_Glyma.05G006500.1,1
gma-miR4394,lcl_Gmax_Glyma.03G084100.2,0
ath-miR8181,CNT2086071,1
ath-miR8121,lcl_Athaliana_AT1G48200.1,0
mtr-miR2647a,lcl_Mtruncatula_Medtr5g066500.1,1
mtr-miR2591,lcl_Mtruncatula_Medtr5g048060.2,0
gma-miR482e,lcl_Gmax_Glyma.14G092500.1,1
gma-miR168a,lcl_Gmax_Glyma.20G071900.1,0
ath-miR854a,CNT2085146,1
ath-miR5019,CNT2087998,0
mtr-miR2675,lcl_Mtruncatula_Medtr5g062750.1,1
mtr-miR5557-5p,lcl_Mtruncatula_Medtr3g050170.1,0
gma-miR171c-5p,lcl_Gmax_Glyma.03G187600.1,1
gma-miR4377,lcl_Gmax_Glyma.18G300000.1,0
ath-miR5658,CNT2086993,1
