,mirna,lncrna,Label,mirna_id,lncrna_id,pair_index
6365,gma-miR393h,lcl_Gmax_Glyma.10G098800.1,0,1283,-222,6365
6366,ath-miR5648-3p,CNT2089074,1,162,-3973,6366
6367,ath-miR781a,CNT2088581,0,504,-3974,6367
6368,mtr-miR4414a-5p,lcl_Mtruncatula_Medtr4g037295.1,1,516,-3975,6368
6369,mtr-miR2640,lcl_Mtruncatula_Medtr4g115740.7,0,49,-1018,6369
6370,gma-miR156p,lcl_Gmax_Glyma.07G099300.2,1,197,-742,6370
6371,gma-miR1516d,lcl_Gmax_Glyma.20G010700.1,0,863,-70,6371
6372,ath-miR472-3p,NONATHT001544,1,156,-3976,6372
6373,ath-miR5014b,CNT2085403,0,387,-3977,6373
6374,mtr-miR5233,lcl_Mtruncatula_Medtr1g053410.1,1,452,-3978,6374
6375,mtr-miR5290,lcl_Mtruncatula_Medtr7g090430.1,0,543,-33,6375
6376,gma-miR9752,lcl_Gmax_Glyma.06G040200.1,1,469,-3979,6376
6377,gma-miR1516a-5p,lcl_Gmax_Glyma.15G261000.1,0,155,-726,6377
6378,ath-miR834,CNT2085554,1,13,-3980,6378
6379,ath-miR776,CNT2088200,0,706,-3981,6379
6380,mtr-miR2675,lcl_Mtruncatula_Medtr7g070410.1,1,59,-3982,6380
6381,mtr-miR5291a,lcl_Mtruncatula_Medtr0101s0020.3,0,433,-676,6381
6382,gma-miR9748,lcl_Gmax_Glyma.12G110200.1,1,517,-3983,6382
6383,gma-miR390b-3p,lcl_Gmax_Glyma.07G054300.1,0,391,-447,6383
6384,ath-miR8168,lcl_Athaliana_AT2G40085.1,1,221,-3377,6384
6385,ath-miR5637,CNT2087896,0,575,-3984,6385
6386,mtr-miR5269b,lcl_Mtruncatula_Medtr3g078140.1,1,174,-2467,6386
6387,mtr-miR2651,lcl_Mtruncatula_Medtr8g022770.3,0,603,-288,6387
6388,gma-miR172d,lcl_Gmax_Glyma.13G282400.1,1,1263,-3985,6388
6389,gma-miR1512a-3p,lcl_Gmax_Glyma.10G052100.1,0,890,-730,6389
6390,ath-miR861-5p,NONATHT002449,1,613,-3986,6390
6391,ath-miR8183,CNT2086808,0,732,-3987,6391
6392,mtr-miR166b,lcl_Mtruncatula_Medtr2g031880.1,1,209,-3988,6392
6393,mtr-miR2668,lcl_Mtruncatula_Medtr1g095390.2,0,78,-4,6393
6394,gma-miR9748,lcl_Gmax_Glyma.17G040200.1,1,517,-3989,6394
6395,gma-miR4392,lcl_Gmax_Glyma.05G148600.1,0,102,-1622,6395
6396,ath-miR156i,lcl_Athaliana_AT1G65481.1,1,1253,-3990,6396
6397,ath-miR823,CNT2088313,0,24,-3991,6397
6398,mtr-miR164a,lcl_Mtruncatula_Medtr3g108415.1,1,633,-3992,6398
6399,mtr-miR166e-5p,lcl_Mtruncatula_Medtr3g109685.1,0,1035,-595,6399
6400,gma-miR167h,lcl_Gmax_Glyma.14G169000.1,1,717,-3993,6400
6401,gma-miR4414a-5p,lcl_Gmax_Glyma.01G175700.5,0,540,-565,6401
6402,ath-miR164c-5p,lcl_Athaliana_AT3G49796.1,1,7,-3994,6402
6403,ath-miR5019,lcl_Athaliana_AT2G10234.1,0,118,-3995,6403
6404,mtr-miR2586b,lcl_Mtruncatula_Medtr6g053270.1,1,356,-3996,6404
6405,mtr-miR5556-5p,lcl_Mtruncatula_Medtr0152s0100.1,0,522,-152,6405
6406,gma-miR169o,lcl_Gmax_Glyma.16G139100.1,1,214,-3997,6406
6407,gma-miR9767,lcl_Gmax_Glyma.18G297000.1,0,1284,-88,6407
6408,ath-miR8167a,CNT2085044,1,476,-3998,6408
6409,ath-miR393a-5p,lcl_Athaliana_AT2G10931.1,0,1011,-3999,6409
6410,mtr-miR5205a,lcl_Mtruncatula_Medtr7g104555.1,1,418,-4000,6410
6411,mtr-miR5558-3p,lcl_Mtruncatula_Medtr4g072130.1,0,677,-671,6411
6412,gma-miR4993,lcl_Gmax_Glyma.19G164200.1,1,437,-4001,6412
6413,gma-miR5037d,lcl_Gmax_Glyma.20G107000.1,0,85,-4002,6413
6414,ath-miR167d,lcl_Athaliana_AT2G26882.1,1,238,-4003,6414
6415,ath-miR5019,CNT2088768,0,118,-1320,6415
6416,mtr-miR2609a,lcl_Mtruncatula_Medtr5g036550.1,1,414,-4004,6416
6417,mtr-miR5245,lcl_Mtruncatula_Medtr7g096640.2,0,1017,-544,6417
6418,gma-miR5368,lcl_Gmax_Glyma.15G108600.1,1,23,-4005,6418
6419,gma-miR1518,lcl_Gmax_Glyma.11G136800.1,0,1128,-1028,6419
6420,ath-miR399b,NONATHT000497,1,246,-4006,6420
6421,ath-miR8174,CNT2088782,0,211,-2466,6421
6422,mtr-miR399k,lcl_Mtruncatula_Medtr8g099205.1,1,1093,-4007,6422
6423,mtr-miR5747,lcl_Mtruncatula_Medtr0105s0070.1,0,830,-530,6423
6424,gma-miR4358,lcl_Gmax_Glyma.01G045000.1,1,741,-4008,6424
6425,gma-miR1521a,lcl_Gmax_Glyma.10G098800.1,0,1176,-222,6425
6426,ath-miR5653,CNT2087209,1,250,-4009,6426
6427,ath-miR5017-3p,NONATHT001953,0,377,-3514,6427
6428,mtr-miR169g,lcl_Mtruncatula_Medtr7g056250.1,1,244,-3280,6428
6429,mtr-miR168c-3p,lcl_Mtruncatula_Medtr0101s0020.4,0,95,-92,6429
6430,gma-miR5779,lcl_Gmax_Glyma.13G301800.1,1,882,-4010,6430
6431,gma-miR171c-5p,lcl_Gmax_Glyma.01G015700.1,0,1285,-35,6431
6432,ath-miR5661,lcl_Athaliana_AT3G24518.1,1,771,-4011,6432
6433,ath-miR5019,CNT2087242,0,118,-4012,6433
6434,mtr-miR2594,lcl_Mtruncatula_Medtr3g011200.1,1,179,-4013,6434
6435,mtr-miR5248,lcl_Mtruncatula_Medtr0016s0040.1,0,1181,-10,6435
6436,gma-miR156g,lcl_Gmax_Glyma.11G173400.1,1,656,-4014,6436
6437,gma-miR10441,lcl_Gmax_Glyma.18G290700.3,0,524,-29,6437
6438,ath-miR164a,lcl_Athaliana_AT3G26360.1,1,106,-2636,6438
6439,ath-miR399a,CNT2087099,0,1158,-2610,6439
6440,mtr-miR5556-5p,lcl_Mtruncatula_Medtr2g083770.1,1,522,-4015,6440
6441,mtr-miR2661,lcl_Mtruncatula_Medtr5g084410.2,0,864,-86,6441
6442,gma-miR168a,lcl_Gmax_Glyma.01G000200.1,1,482,-4016,6442
6443,gma-miR5764b,lcl_Gmax_Glyma.17G191700.1,0,722,-196,6443
6444,ath-miR399d,NONATHT000497,1,305,-4006,6444
6445,ath-miR782,lcl_Athaliana_AT3G25940.1,0,955,-4017,6445
6446,mtr-miR5209,lcl_Mtruncatula_Medtr1g089650.1,1,131,-4018,6446
6447,mtr-miR396b-3p,lcl_Mtruncatula_Medtr8g074520.1,0,564,-230,6447
6448,gma-miR4404,lcl_Gmax_Glyma.16G113400.1,1,249,-2253,6448
6449,gma-miR10408,lcl_Gmax_Glyma.08G342400.1,0,1247,-492,6449
6450,ath-miR5018,CNT2088708,1,189,-3772,6450
6451,ath-miR822-3p,lcl_Athaliana_AT3G29618.1,0,286,-4019,6451
6452,mtr-miR319a-3p,lcl_Mtruncatula_Medtr4g077030.1,1,421,-1819,6452
6453,mtr-miR2592b-3p,lcl_Mtruncatula_Medtr1g095390.2,0,253,-4,6453
6454,gma-miR156f,lcl_Gmax_Glyma.07G099300.2,1,116,-742,6454
6455,gma-miR5764,lcl_Gmax_Glyma.04G237800.1,0,687,-82,6455
6456,ath-miR8181,lcl_Athaliana_AT2G10614.1,1,46,-3436,6456
6457,ath-miR779.2,CNT2086273,0,939,-4020,6457
6458,mtr-miR399a,lcl_Mtruncatula_Medtr8g016490.1,1,339,-4021,6458
6459,mtr-miR5560-5p,lcl_Mtruncatula_Medtr1g107440.5,0,1280,-169,6459
6460,gma-miR172h-5p,lcl_Gmax_Glyma.02G093300.1,1,528,-4022,6460
6461,gma-miR5761a,lcl_Gmax_Glyma.18G290700.3,0,490,-29,6461
6462,ath-miR8181,lcl_Athaliana_AT3G48450.1,1,46,-4023,6462
6463,ath-miR402,CNT2084910,0,52,-4024,6463
6464,mtr-miR399s-5p,lcl_Mtruncatula_Medtr1g013350.1,1,513,-4025,6464
6465,mtr-miR5759,lcl_Mtruncatula_Medtr4g035885.1,0,901,-267,6465
6466,gma-miR168a,lcl_Gmax_Glyma.08G194800.1,1,482,-4026,6466
6467,gma-miR1520q,lcl_Gmax_Glyma.U035100.2,0,1202,-502,6467
6468,ath-miR447a-3p,CNT2086344,1,207,-1736,6468
6469,ath-miR5648-5p,CNT2086609,0,373,-4027,6469
6470,mtr-miR164a,lcl_Mtruncatula_Medtr3g082355.1,1,633,-4028,6470
6471,mtr-miR5247,lcl_Mtruncatula_Medtr7g108080.1,0,108,-496,6471
6472,gma-miR10196,lcl_Gmax_Glyma.04G197800.1,1,1213,-4029,6472
6473,gma-miR6299,lcl_Gmax_Glyma.14G013200.1,0,402,-921,6473
6474,ath-miR169a-5p,CNT2085664,1,480,-4030,6474
6475,ath-miR161.1,lcl_Athaliana_AT5G39693.1,0,151,-4031,6475
6476,mtr-miR2616,lcl_Mtruncatula_Medtr8g073880.1,1,278,-4032,6476
6477,mtr-miR5217,lcl_Mtruncatula_Medtr0016s0040.1,0,1197,-10,6477
6478,gma-miR394b-5p,lcl_Gmax_Glyma.05G004800.1,1,236,-4033,6478
6479,gma-miR5036,lcl_Gmax_Glyma.05G080300.4,0,318,-546,6479
6480,ath-miR822-5p,CNT2088120,1,293,-4034,6480
6481,ath-miR403-3p,NONATHT002203,0,359,-4035,6481
6482,mtr-miR2087-5p,lcl_Mtruncatula_Medtr3g065120.1,1,1204,-4036,6482
6483,mtr-miR171a,lcl_Mtruncatula_Medtr0152s0100.1,0,291,-152,6483
6484,gma-miR319n,lcl_Gmax_Glyma.17G056000.1,1,1210,-4037,6484
6485,gma-miR4387c,lcl_Gmax_Glyma.20G104100.1,0,70,-1293,6485
6486,ath-miR414,lcl_Athaliana_AT1G24580.1,1,503,-4038,6486
6487,ath-miR156a-5p,CNT2088149,0,171,-4039,6487
6488,mtr-miR171c,lcl_Mtruncatula_Medtr4g107140.1,1,146,-4040,6488
6489,mtr-miR2668,lcl_Mtruncatula_Medtr0152s0100.1,0,78,-152,6489
6490,gma-miR1511,lcl_Gmax_Glyma.19G206600.1,1,363,-4041,6490
6491,gma-miR2108b,lcl_Gmax_Glyma.20G169700.1,0,1193,-1759,6491
6492,ath-miR2936,CNT2087541,1,943,-4042,6492
6493,ath-miR829-5p,lcl_Athaliana_AT4G06493.1,0,428,-4043,6493
6494,mtr-miR5205a,lcl_Mtruncatula_Medtr7g092960.1,1,418,-4044,6494
6495,mtr-miR396a-5p,lcl_Mtruncatula_Medtr2g105230.5,0,153,-1252,6495
6496,gma-miR319h,lcl_Gmax_Glyma.05G110800.1,1,274,-4045,6496
6497,gma-miR1520k,lcl_Gmax_Glyma.08G202400.1,0,1266,-804,6497
6498,ath-miR8181,CNT2085569,1,46,-4046,6498
6499,ath-miR415,CNT2087834,0,809,-4047,6499
6500,mtr-miR164d,lcl_Mtruncatula_Medtr2g076260.1,1,252,-4048,6500
6501,mtr-miR2670a,lcl_Mtruncatula_Medtr2g023920.2,0,572,-661,6501
6502,gma-miR169i-5p,lcl_Gmax_Glyma.01G095800.1,1,343,-4049,6502
6503,gma-miR1520m,lcl_Gmax_Glyma.06G023700.1,0,651,-427,6503
6504,ath-miR853,CNT2087861,1,431,-2640,6504
6505,ath-miR8166,lcl_Athaliana_AT1G42888.1,0,765,-4050,6505
6506,mtr-miR5224b,lcl_Mtruncatula_Medtr0024s0120.1,1,1022,-4051,6506
6507,mtr-miR2676a,lcl_Mtruncatula_Medtr1g086180.1,0,897,-524,6507
6508,gma-miR319a,lcl_Gmax_Glyma.10G087900.1,1,91,-4052,6508
6509,gma-miR5035-5p,lcl_Gmax_Glyma.18G165100.1,0,721,-364,6509
6510,ath-miR858b,CNT2088589,1,72,-4053,6510
6511,ath-miR394a,CNT2087253,0,716,-4054,6511
6512,mtr-miR5225b,lcl_Mtruncatula_Medtr3g450610.1,1,461,-633,6512
6513,mtr-miR2662,lcl_Mtruncatula_Medtr8g022770.3,0,1080,-288,6513
6514,gma-miR5037d,lcl_Gmax_Glyma.10G010600.1,1,85,-4055,6514
6515,gma-miR4348b,lcl_Gmax_Glyma.19G119500.1,0,1286,-349,6515
6516,ath-miR2934-5p,NONATHT002389,1,688,-4056,6516
6517,ath-miR169b-3p,NONATHT003489,0,558,-1529,6517
6518,mtr-miR164a,lcl_Mtruncatula_Medtr6g038080.1,1,633,-4057,6518
6519,mtr-miR2635,lcl_Mtruncatula_Medtr5g084410.3,0,136,-848,6519
6520,gma-miR169i-3p,lcl_Gmax_Glyma.13G284500.1,1,532,-4058,6520
6521,gma-miR1519,lcl_Gmax_Glyma.20G157000.2,0,835,-1918,6521
6522,ath-miR168a-3p,lcl_Athaliana_AT2G11623.2,1,167,-4059,6522
6523,ath-miR8174,lcl_Athaliana_AT4G08016.1,0,211,-4060,6523
6524,mtr-miR5266,lcl_Mtruncatula_Medtr4g078770.4,1,481,-4061,6524
6525,mtr-miR5273,lcl_Mtruncatula_Medtr2g105240.5,0,588,-406,6525
6526,gma-miR4414b,lcl_Gmax_Glyma.11G196500.2,1,165,-4062,6526
6527,gma-miR9753,lcl_Gmax_Glyma.01G129800.1,0,801,-125,6527
6528,ath-miR8181,CNT2085961,1,46,-4063,6528
6529,ath-miR5648-5p,CNT2085371,0,373,-4064,6529
6530,mtr-miR399s-5p,lcl_Mtruncatula_Medtr3g108210.1,1,513,-4065,6530
6531,mtr-miR398a-5p,lcl_Mtruncatula_Medtr0105s0070.1,0,720,-530,6531
6532,gma-miR167e,lcl_Gmax_Glyma.02G114900.1,1,1020,-4066,6532
6533,gma-miR5042-5p,lcl_Gmax_Glyma.02G106000.7,0,1214,-258,6533
6534,ath-miR8181,lcl_Athaliana_AT4G08013.1,1,46,-1502,6534
6535,ath-miR167c-5p,CNT2088781,0,739,-4067,6535
6536,mtr-miR168b,lcl_Mtruncatula_Medtr6g036483.1,1,158,-4068,6536
6537,mtr-miR171a,lcl_Mtruncatula_Medtr7g102320.4,0,291,-535,6537
6538,gma-miR5032,lcl_Gmax_Glyma.15G225700.1,1,485,-1842,6538
6539,gma-miR1520l,lcl_Gmax_Glyma.18G165100.1,0,1025,-364,6539
6540,ath-miR8181,CNT2086579,1,46,-4069,6540
6541,ath-miR5024-5p,lcl_Athaliana_AT1G49440.1,0,542,-4070,6541
6542,mtr-miR5750,lcl_Mtruncatula_Medtr0115s0030.1,1,798,-4071,6542
6543,mtr-miR2088-3p,lcl_Mtruncatula_Medtr2g031430.1,0,1050,-581,6543
6544,gma-miR1517,lcl_Gmax_Glyma.12G037300.2,1,932,-4072,6544
6545,gma-miR5369,lcl_Gmax_Glyma.11G018900.1,0,1094,-1386,6545
6546,ath-miR157a-3p,lcl_Athaliana_AT3G18217.1,1,649,-989,6546
6547,ath-miR842,lcl_Athaliana_AT1G42727.1,0,255,-4073,6547
6548,mtr-miR5283,lcl_Mtruncatula_Medtr5g066220.1,1,789,-4074,6548
6549,mtr-miR5267a,lcl_Mtruncatula_Medtr2g105230.5,0,316,-1252,6549
6550,gma-miR4387b,lcl_Gmax_Glyma.09G007800.1,1,137,-1440,6550
6551,gma-miR1520n,lcl_Gmax_Glyma.11G013200.1,0,1287,-1515,6551
6552,ath-miR5638b,CNT2088506,1,498,-4075,6552
6553,ath-miR831-5p,lcl_Athaliana_AT5G42410.1,0,460,-2404,6553
6554,mtr-miR5284h,lcl_Mtruncatula_Medtr0083s0050.1,1,465,-4076,6554
6555,mtr-miR2680a,lcl_Mtruncatula_Medtr6g007970.1,0,395,-454,6555
6556,gma-miR9760,lcl_Gmax_Glyma.05G084000.1,1,703,-4077,6556
6557,gma-miR398b-5p,lcl_Gmax_Glyma.04G179600.1,0,50,-756,6557
6558,ath-miR164b-3p,lcl_Athaliana_AT3G48115.1,1,752,-4078,6558
6559,ath-miR846-3p,CNT2087616,0,515,-4079,6559
6560,mtr-miR2111g-3p,lcl_Mtruncatula_Medtr0291s0060.1,1,1061,-906,6560
6561,mtr-miR2638a,lcl_Mtruncatula_Medtr4g106400.1,0,621,-180,6561
6562,gma-miR169d,lcl_Gmax_Glyma.12G186100.1,1,430,-4080,6562
6563,gma-miR9731,lcl_Gmax_Glyma.15G240200.1,0,1116,-316,6563
6564,ath-miR172c,CNT2086673,1,643,-4081,6564
6565,ath-miR8184,CNT2087566,0,1151,-4082,6565
6566,mtr-miR2643a,lcl_Mtruncatula_Medtr2g014370.4,1,1119,-4083,6566
6567,mtr-miR1509b,lcl_Mtruncatula_Medtr7g096640.2,0,1098,-544,6567
6568,gma-miR5776,lcl_Gmax_Glyma.02G219600.1,1,535,-4084,6568
6569,gma-miR2109-3p,lcl_Gmax_Glyma.18G290700.3,0,1229,-29,6569
6570,ath-miR169f-3p,NONATHT001910,1,737,-3026,6570
6571,ath-miR827,lcl_Athaliana_AT4G33467.2,0,519,-4085,6571
6572,mtr-miR399b,lcl_Mtruncatula_Medtr8g099205.1,1,579,-4007,6572
6573,mtr-miR5284b,lcl_Mtruncatula_Medtr2g105240.5,0,1000,-406,6573
6574,gma-miR9752,lcl_Gmax_Glyma.04G025200.1,1,469,-4086,6574
6575,gma-miR5380c,lcl_Gmax_Glyma.15G180100.1,0,1288,-137,6575
6576,ath-miR773a,NONATHT002912,1,826,-4087,6576
6577,ath-miR5996,NONATHT001417,0,566,-4088,6577
6578,mtr-miR2592bo-5p,lcl_Mtruncatula_Medtr5g078700.1,1,715,-4089,6578
6579,mtr-miR1509b,lcl_Mtruncatula_Medtr0101s0020.4,0,1098,-92,6579
6580,gma-miR396d,lcl_Gmax_Glyma.19G112000.1,1,875,-4090,6580
6581,gma-miR4409,lcl_Gmax_Glyma.10G256500.2,0,149,-442,6581
6582,ath-miR167d,NONATHT002929,1,238,-4091,6582
6583,ath-miR866-3p,CNT2088446,0,537,-4092,6583
6584,mtr-miR5741a,lcl_Mtruncatula_Medtr5g018540.1,1,978,-4093,6584
6585,mtr-miR5750,lcl_Mtruncatula_Medtr1g107440.5,0,798,-169,6585
6586,gma-miR4340,lcl_Gmax_Glyma.02G179200.1,1,419,-4094,6586
6587,gma-miR9722,lcl_Gmax_Glyma.16G092300.1,0,1289,-201,6587
6588,ath-miR8181,NONATHT002557,1,46,-3233,6588
6589,ath-miR5642a,CNT2086549,0,916,-3353,6589
6590,mtr-miR160a,lcl_Mtruncatula_Medtr4g070030.2,1,152,-4095,6590
6591,mtr-miR395g,lcl_Mtruncatula_Medtr0101s0020.3,0,740,-676,6591
6592,gma-miR1513a-5p,lcl_Gmax_Glyma.03G039000.1,1,758,-4096,6592
6593,gma-miR530a,lcl_Gmax_Glyma.06G038300.1,0,411,-296,6593
6594,ath-miR8168,CNT2088722,1,221,-1289,6594
6595,ath-miR861-3p,CNT2085893,0,432,-4097,6595
6596,mtr-miR171c,lcl_Mtruncatula_Medtr4g014100.1,1,146,-462,6596
6597,mtr-miR156d-3p,lcl_Mtruncatula_Medtr4g072130.1,0,408,-671,6597
6598,gma-miR482e,lcl_Gmax_Glyma.07G009200.1,1,313,-4098,6598
6599,gma-miR4389,lcl_Gmax_Glyma.10G187600.1,0,170,-774,6599
6600,ath-miR838,lcl_Athaliana_AT1G19396.3,1,117,-4099,6600
6601,ath-miR851-3p,NONATHT001579,0,324,-4100,6601
6602,mtr-miR1507-3p,lcl_Mtruncatula_Medtr4g051508.1,1,569,-4101,6602
6603,mtr-miR1509b,lcl_Mtruncatula_Medtr4g049300.2,0,1098,-129,6603
6604,gma-miR530a,lcl_Gmax_Glyma.12G056700.1,1,411,-4102,6604
6605,gma-miR166h-3p,lcl_Gmax_Glyma.02G160000.1,0,466,-6,6605
6606,ath-miR2938,CNT2088683,1,708,-4103,6606
6607,ath-miR5648-5p,CNT2086687,0,373,-4104,6607
6608,mtr-miR5298a,lcl_Mtruncatula_Medtr1g116290.1,1,705,-4105,6608
6609,mtr-miR5554a-5p,lcl_Mtruncatula_Medtr7g096640.2,0,1114,-544,6609
6610,gma-miR1524,lcl_Gmax_Glyma.13G141300.1,1,444,-1758,6610
6611,gma-miR167h,lcl_Gmax_Glyma.02G160000.1,0,717,-6,6611
6612,ath-miR839-5p,lcl_Athaliana_AT5G35490.1,1,382,-4106,6612
6613,ath-miR5999,lcl_Athaliana_AT5G55450.1,0,1014,-4107,6613
6614,mtr-miR156g-5p,lcl_Mtruncatula_Medtr2g014570.1,1,360,-4108,6614
6615,mtr-miR2644,lcl_Mtruncatula_Medtr5g081650.3,0,1227,-56,6615
6616,gma-miR4389,lcl_Gmax_Glyma.19G144300.1,1,170,-4109,6616
6617,gma-miR1520p,lcl_Gmax_Glyma.03G198900.1,0,639,-597,6617
6618,ath-miR8171,lcl_Athaliana_AT1G62075.1,1,406,-4110,6618
6619,ath-miR824-5p,NONATHT000181,0,8,-3363,6619
6620,mtr-miR5562-3p,lcl_Mtruncatula_Medtr7g095490.1,1,9,-4111,6620
6621,mtr-miR7697-3p,lcl_Mtruncatula_Medtr3g466420.1,0,839,-210,6621
6622,gma-miR168a,lcl_Gmax_Glyma.19G257100.1,1,482,-4112,6622
6623,gma-miR172b-5p,lcl_Gmax_Glyma.03G143300.1,0,336,-176,6623
6624,ath-miR779.1,CNT2085475,1,582,-602,6624
6625,ath-miR169g-3p,lcl_Athaliana_AT3G22022.1,0,600,-4113,6625
6626,mtr-miR166g-5p,lcl_Mtruncatula_Medtr5g020880.1,1,894,-4114,6626
6627,mtr-miR172d-5p,lcl_Mtruncatula_Medtr8g043400.3,0,527,-62,6627
6628,gma-miR10407d,lcl_Gmax_Glyma.14G047600.1,1,1219,-1945,6628
6629,gma-miR9737,lcl_Gmax_Glyma.02G143900.2,0,510,-412,6629
6630,ath-miR156i,lcl_Athaliana_AT3G18217.1,1,1253,-989,6630
6631,ath-miR856,lcl_Athaliana_AT1G47680.1,0,731,-4115,6631
6632,mtr-miR5247,lcl_Mtruncatula_Medtr2g059035.1,1,108,-4116,6632
6633,mtr-miR2597,lcl_Mtruncatula_Medtr8g087480.1,0,601,-45,6633
6634,gma-miR9748,lcl_Gmax_Glyma.14G086700.1,1,517,-4117,6634
6635,gma-miR319g,lcl_Gmax_Glyma.13G202700.1,0,645,-217,6635
6636,ath-miR408-5p,CNT2088089,1,808,-4118,6636
6637,ath-miR403-3p,NONATHT001749,0,359,-4119,6637
6638,mtr-miR164d,lcl_Mtruncatula_Medtr5g040060.1,1,252,-392,6638
6639,mtr-miR171h,lcl_Mtruncatula_Medtr1g107440.2,0,1039,-141,6639
6640,gma-miR9752,lcl_Gmax_Glyma.02G183200.1,1,469,-4120,6640
6641,gma-miR5668,lcl_Gmax_Glyma.02G248900.1,0,1246,-2517,6641
6642,ath-miR408-3p,NONATHT002815,1,1185,-4121,6642
6643,ath-miR8174,CNT2085785,0,211,-4122,6643
6644,mtr-miR2675,lcl_Mtruncatula_Medtr7g092350.1,1,59,-4123,6644
6645,mtr-miR4414a-5p,lcl_Mtruncatula_Medtr7g078390.1,0,516,-294,6645
6646,gma-miR5782,lcl_Gmax_Glyma.08G175300.1,1,1222,-3201,6646
6647,gma-miR5670a,lcl_Gmax_Glyma.07G051900.1,0,1255,-937,6647
6648,ath-miR2934-5p,CNT2086825,1,688,-1490,6648
6649,ath-miR156i,lcl_Athaliana_AT2G45860.1,0,1253,-4124,6649
6650,mtr-miR5556-5p,lcl_Mtruncatula_Medtr5g061260.1,1,522,-4125,6650
6651,mtr-miR2088-5p,lcl_Mtruncatula_Medtr2g031430.1,0,1089,-581,6651
6652,gma-miR5380c,lcl_Gmax_Glyma.11G205800.1,1,1288,-4126,6652
6653,gma-miR10442,lcl_Gmax_Glyma.20G107000.1,0,796,-4002,6653
6654,ath-miR8172,CNT2085297,1,276,-4127,6654
6655,ath-miR413,NONATHT003458,0,1138,-4128,6655
6656,mtr-miR2600b,lcl_Mtruncatula_Medtr8g106720.1,1,335,-3734,6656
6657,mtr-miR5285a,lcl_Mtruncatula_Medtr4g106400.1,0,710,-180,6657
6658,gma-miR4995,lcl_Gmax_Glyma.20G246000.1,1,175,-4129,6658
6659,gma-miR172i-3p,lcl_Gmax_Glyma.03G198900.1,0,723,-597,6659
6660,ath-miR779.1,CNT2086109,1,582,-4130,6660
6661,ath-miR827,CNT2086893,0,519,-4131,6661
6662,mtr-miR2644,lcl_Mtruncatula_Medtr2g022500.1,1,1227,-4132,6662
6663,mtr-miR7701-5p,lcl_Mtruncatula_Medtr2g009910.2,0,1290,-74,6663
6664,gma-miR4365,lcl_Gmax_Glyma.U003100.1,1,416,-4133,6664
6665,gma-miR1508a,lcl_Gmax_Glyma.05G010400.1,0,992,-115,6665
6666,ath-miR414,lcl_Athaliana_AT3G59860.1,1,503,-4134,6666
6667,ath-miR3932a,CNT2085791,0,256,-4135,6667
6668,mtr-miR2673a,lcl_Mtruncatula_Medtr4g052710.1,1,31,-4136,6668
6669,mtr-miR7697-3p,lcl_Mtruncatula_Medtr2g105230.5,0,839,-1252,6669
6670,gma-miR319g,lcl_Gmax_Glyma.01G171500.1,1,645,-666,6670
6671,gma-miR1531-5p,lcl_Gmax_Glyma.13G315600.1,0,748,-478,6671
6672,ath-miR170-3p,lcl_Athaliana_AT2G10730.1,1,980,-4137,6672
6673,ath-miR156b-3p,CNT2085650,0,1073,-4138,6673
6674,mtr-miR530,lcl_Mtruncatula_Medtr6g024000.1,1,218,-4139,6674
6675,mtr-miR2660,lcl_Mtruncatula_Medtr2g105240.5,0,647,-406,6675
6676,gma-miR399m,lcl_Gmax_Glyma.17G160200.1,1,127,-4140,6676
6677,gma-miR5675,lcl_Gmax_Glyma.18G210200.1,0,699,-630,6677
6678,ath-miR774a,CNT2086981,1,145,-4141,6678
6679,ath-miR8171,lcl_Athaliana_AT3G55570.1,0,406,-4142,6679
6680,mtr-miR5206a,lcl_Mtruncatula_Medtr2g451100.1,1,257,-4143,6680
6681,mtr-miR166g-5p,lcl_Mtruncatula_Medtr3g053460.2,0,894,-107,6681
6682,gma-miR4348d,lcl_Gmax_Glyma.18G156200.1,1,1001,-3351,6682
6683,gma-miR5780a,lcl_Gmax_Glyma.01G175700.1,0,937,-18,6683
6684,ath-miR172c,lcl_Athaliana_AT3G56500.1,1,643,-4144,6684
6685,ath-miR8121,NONATHT000940,0,99,-4145,6685
6686,mtr-miR408-5p,lcl_Mtruncatula_Medtr2g049680.1,1,445,-4146,6686
6687,mtr-miR395g,lcl_Mtruncatula_Medtr2g009910.2,0,740,-74,6687
6688,gma-miR5037c,lcl_Gmax_Glyma.09G058500.1,1,885,-4147,6688
6689,gma-miR10405a,lcl_Gmax_Glyma.12G173100.1,0,557,-2059,6689
6690,ath-miR168a-3p,CNT2085666,1,167,-663,6690
6691,ath-miR8178,CNT2089031,0,896,-4148,6691
6692,mtr-miR5284a,lcl_Mtruncatula_Medtr7g035440.1,1,907,-4149,6692
6693,mtr-miR2601,lcl_Mtruncatula_Medtr4g006610.1,0,499,-262,6693
6694,gma-miR5037a,lcl_Gmax_Glyma.16G153500.1,1,661,-4150,6694
6695,gma-miR4356,lcl_Gmax_Glyma.12G082900.1,0,365,-1157,6695
6696,ath-miR8168,lcl_Athaliana_AT1G28815.1,1,221,-4151,6696
6697,ath-miR844-5p,CNT2088352,0,1291,-281,6697
6698,mtr-miR2673a,lcl_Mtruncatula_Medtr1g070260.1,1,31,-4152,6698
6699,mtr-miR2607,lcl_Mtruncatula_Medtr7g102320.4,0,694,-535,6699
