,Seqname,SLDLD: Structural logarithm distance to lncRNA of acguD,SLDPD: Structural logarithm distance to pcRNA of acguD,SLDRD: Structural logarithm distance acguD ratio,SLDLN: Structural logarithm distance to lncRNA of acguACGU,SLDPN: Structural logarithm distance to pcRNA of acguACGU,SLDRN: Structural logarithm distance acguACGU ratio,SDMFE: Secondary structural minimum free energy,SFPUS: Secondary structural UP frequency paired-unpaired,nMFE
1325,ENST00000553465.5,-0.064577,-0.070766,0.912531,-0.109845,-0.105421,1.041966,-318.3,0.117447,-0.270663
1326,ENST00000533146.5,-0.279978,-0.303101,0.923713,-0.190494,-0.196746,0.968224,-195.3,0.121339,-0.272006
1327,ENST00000616341.1,-0.489282,-0.509088,0.961095,-0.34345,-0.347804,0.987484,-156.8,0.120654,-0.32
1328,ENST00000612281.1,-0.343346,-0.378866,0.906247,-0.272485,-0.281992,0.966286,-231.2,0.128326,-0.36125
1329,ENST00000621428.1,-0.057085,-0.081382,0.701445,-0.066596,-0.075636,0.88048,-578.04,0.135524,-0.395376
1330,ENST00000440093.6,-0.498479,-0.500677,0.99561,-0.366166,-0.357436,1.024423,-127.7,0.137045,-0.272863
1331,ENST00000533996.5,-0.145925,-0.15141,0.963772,-0.14138,-0.137048,1.031607,-285.1,0.115,-0.284815
1332,ENST00000533232.5,-0.057317,-0.05609,1.021882,-0.06966,-0.065571,1.06236,-421.55,0.109896,-0.242409
1333,ENST00000588925.5,-0.052625,-0.062472,0.842379,-0.048262,-0.049702,0.971037,-584.4,0.116456,-0.295749
1334,ENST00000593284.5,-0.057922,-0.072511,0.798801,-0.063481,-0.069051,0.919339,-708,0.128995,-0.403879
1335,ENST00000457870.5,-0.490585,-0.495837,0.989407,-0.393816,-0.383448,1.027039,-159,0.11,-0.317365
1336,ENST00000331944.10,-0.302969,-0.325072,0.932004,-0.301828,-0.303051,0.995965,-159.3,0.126894,-0.301134
1337,ENST00000455131.5,-0.240427,-0.261577,0.919144,-0.208115,-0.208403,0.998619,-193.3,0.128415,-0.263711
1338,ENST00000412393.5,-0.292264,-0.292045,1.00075,-0.279699,-0.271544,1.030032,-179,0.116386,-0.2737
1339,ENST00000456685.5,-0.101196,-0.115431,0.876677,-0.116581,-0.117209,0.994645,-455.6,0.105307,-0.377465
1340,ENST00000333145.9,-0.074409,-0.077964,0.9544,-0.059699,-0.059448,1.004217,-753.4,0.103538,-0.324881
1341,ENST00000445791.5,-0.017979,-0.018297,0.982606,-0.028069,-0.026712,1.050812,-1117.84,0.107035,-0.240979
1342,ENST00000451027.5,-0.38371,-0.388257,0.988287,-0.342365,-0.341185,1.003459,-145.8,0.102752,-0.267033
1343,ENST00000431734.5,-0.368109,-0.376107,0.978736,-0.280768,-0.280383,1.001373,-147.8,0.119318,-0.277694
1344,ENST00000414256.5,-0.260486,-0.258363,1.008218,-0.250245,-0.244381,1.023994,-154.3,0.12272,-0.253973
1345,ENST00000436126.5,-0.164629,-0.174184,0.945142,-0.154302,-0.150172,1.027504,-256.2,0.117585,-0.270159
1346,ENST00000549329.5,-0.368435,-0.371642,0.991372,-0.29249,-0.286951,1.019303,-155.3,0.121711,-0.25353
1347,ENST00000425005.5,-0.357282,-0.371219,0.962457,-0.287031,-0.287271,0.999165,-184.1,0.122186,-0.294061
1348,ENST00000454488.5,-0.410729,-0.409687,1.002544,-0.343493,-0.338376,1.015124,-146.1,0.124555,-0.259503
1349,ENST00000419746.5,-0.011699,-0.016337,0.716078,-0.021007,-0.02183,0.962289,-1427.1,0.108473,-0.310605
1350,ENST00000427348.5,-0.118847,-0.120917,0.982885,-0.111457,-0.11001,1.013159,-291.1,0.108086,-0.239984
1351,ENST00000449469.5,-0.044426,-0.05465,0.812921,-0.047466,-0.04782,0.992596,-783.4,0.116518,-0.366417
1352,ENST00000414142.5,-0.032503,-0.043783,0.742361,-0.043735,-0.045805,0.954807,-759.2,0.119467,-0.36118
1353,ENST00000400436.6,-0.035596,-0.045811,0.777017,-0.040359,-0.043623,0.925172,-1036.5,0.112788,-0.390573
1354,ENST00000421599.5,-0.121208,-0.149487,0.810829,-0.151047,-0.158333,0.953985,-455.8,0.112919,-0.435755
1355,ENST00000449351.5,-0.151639,-0.177063,0.856412,-0.15506,-0.161057,0.962764,-371.8,0.119622,-0.389727
1356,ENST00000437028.5,-0.125276,-0.15006,0.834842,-0.127564,-0.132715,0.961187,-478.9,0.11387,-0.409666
1357,ENST00000437730.5,-0.056914,-0.065614,0.8674,-0.067731,-0.069293,0.97745,-588.5,0.112676,-0.37652
1358,ENST00000417721.5,-0.116828,-0.151208,0.772627,-0.123066,-0.136556,0.901213,-342.5,0.130384,-0.398256
1359,ENST00000450535.5,-0.06924,-0.099291,0.697347,-0.095049,-0.103167,0.921311,-402.7,0.121974,-0.374605
1360,ENST00000441722.5,-0.101199,-0.133212,0.759685,-0.103978,-0.115944,0.896799,-362.3,0.128042,-0.382981
1361,ENST00000445003.5,-0.499519,-0.523766,0.953707,-0.351845,-0.359841,0.977778,-191.6,0.128253,-0.355473
1362,ENST00000445984.5,-0.36888,-0.387237,0.952595,-0.303883,-0.308735,0.984284,-192,0.118584,-0.339223
1363,ENST00000420279.5,-0.422958,-0.445433,0.949544,-0.305318,-0.314289,0.971457,-187.6,0.113718,-0.338018
1364,ENST00000448374.5,-0.308055,-0.337602,0.912479,-0.316126,-0.324789,0.973327,-185.6,0.121101,-0.339927
1365,ENST00000439558.5,-0.315447,-0.336345,0.937868,-0.246957,-0.245805,1.004685,-225.3,0.114374,-0.347685
1366,ENST00000428772.5,-0.451582,-0.458741,0.984394,-0.352177,-0.347544,1.013332,-124.5,0.119149,-0.264331
1367,ENST00000431181.5,-0.163075,-0.17255,0.945088,-0.163276,-0.165036,0.989337,-270.6,0.107351,-0.315385
1368,ENST00000427691.5,-0.435475,-0.454288,0.958589,-0.286432,-0.288918,0.991395,-169.2,0.114447,-0.316854
1369,ENST00000458422.5,-0.77236,-0.793182,0.973749,-0.520185,-0.522802,0.994995,-104.6,0.120968,-0.280429
1370,ENST00000432910.5,-0.041921,-0.051018,0.821699,-0.046394,-0.047627,0.974113,-689.4,0.123898,-0.337445
1371,ENST00000437035.5,-0.48201,-0.504069,0.956239,-0.379311,-0.378864,1.001181,-169.5,0.126506,-0.339679
1372,ENST00000427447.5,-0.005284,-0.0083,0.636632,-0.00956,-0.010438,0.915878,-2934.3,0.108188,-0.321383
1373,ENST00000426942.5,-1.152588,-1.210358,0.95227,-0.761143,-0.797106,0.954882,-103,0.115672,-0.3829
1374,ENST00000413721.5,-0.438893,-0.479033,0.916206,-0.370841,-0.382832,0.968679,-209.3,0.110687,-0.398667
1375,ENST00000451543.5,-0.610843,-0.654418,0.933414,-0.427356,-0.438307,0.975016,-128.3,0.131068,-0.310654
1376,ENST00000414659.5,-0.046103,-0.049288,0.935376,-0.045302,-0.045983,0.9852,-678.7,0.116233,-0.26731
1377,ENST00000432735.5,-0.041225,-0.04307,0.957157,-0.046713,-0.045022,1.037563,-639.7,0.111256,-0.277889
1378,ENST00000418918.5,-0.302221,-0.305461,0.989391,-0.196166,-0.189196,1.036841,-168.7,0.133333,-0.287884
1379,ENST00000440347.5,-0.326809,-0.34566,0.945465,-0.253785,-0.258373,0.982245,-166.1,0.136531,-0.305893
1380,ENST00000450203.5,-0.250238,-0.258344,0.968622,-0.225124,-0.221761,1.015162,-175.1,0.133218,-0.302418
1381,ENST00000430483.5,-0.261437,-0.271929,0.961415,-0.212721,-0.209195,1.016851,-189.2,0.131757,-0.319056
1382,ENST00000422403.5,-0.297323,-0.330436,0.89979,-0.228866,-0.241541,0.947525,-233.9,0.116358,-0.393771
1383,ENST00000452429.5,-0.140315,-0.160488,0.874306,-0.130047,-0.134557,0.966476,-335.5,0.12766,-0.37528
1384,ENST00000458302.5,-0.20801,-0.226179,0.919667,-0.234456,-0.238174,0.984389,-194.2,0.127334,-0.329153
1385,ENST00000444388.5,-0.110277,-0.123744,0.891174,-0.127196,-0.129691,0.980763,-285.6,0.125409,-0.311111
1386,ENST00000437071.5,-0.174458,-0.188752,0.924269,-0.146923,-0.148719,0.987923,-321.1,0.117413,-0.319185
1387,ENST00000435162.5,-0.28088,-0.293501,0.956998,-0.220143,-0.220953,0.996336,-239.1,0.106719,-0.314605
1388,ENST00000440816.5,-0.328872,-0.345238,0.952594,-0.252168,-0.255313,0.987683,-184.1,0.108475,-0.311506
1389,ENST00000430853.5,-0.415391,-0.451372,0.920287,-0.23134,-0.246621,0.938036,-216.1,0.127886,-0.383156
1390,ENST00000428818.5,-0.218675,-0.232042,0.942395,-0.20515,-0.203334,1.008929,-181.4,0.114894,-0.256941
1391,ENST00000452612.5,-0.222038,-0.240825,0.921992,-0.221135,-0.224421,0.985359,-264.1,0.116779,-0.354021
1392,ENST00000428584.5,-0.009185,-0.013657,0.672545,-0.011559,-0.012913,0.895197,-2136.9,0.117788,-0.364721
1393,ENST00000474795.5,-0.023332,-0.02868,0.813529,-0.038808,-0.039137,0.991599,-704.8,0.108647,-0.264863
1394,ENST00000475371.5,-0.217873,-0.236982,0.919362,-0.204159,-0.203939,1.001079,-259.3,0.101093,-0.353752
1395,ENST00000495542.5,-0.471653,-0.493957,0.954846,-0.315617,-0.319646,0.987393,-162.7,0.111776,-0.324104
1396,ENST00000466893.5,-0.224778,-0.220066,1.021412,-0.201548,-0.192975,1.04443,-176.84,0.100973,-0.214872
1397,ENST00000490916.5,-0.383341,-0.399316,0.959996,-0.324643,-0.329402,0.985553,-135.8,0.112132,-0.249174
1398,ENST00000498655.5,-0.331781,-0.318111,1.042973,-0.261017,-0.24695,1.056962,-139.4,0.119048,-0.254845
1399,ENST00000466089.5,-0.343043,-0.34102,1.005932,-0.258177,-0.249452,1.034975,-141.9,0.112698,-0.224881
1400,ENST00000484698.5,-0.029229,-0.037736,0.774573,-0.030681,-0.032038,0.95764,-799.3,0.108944,-0.294077
1401,ENST00000463143.5,-0.226205,-0.249208,0.907695,-0.195025,-0.196857,0.990691,-255.8,0.10875,-0.319351
1402,ENST00000414529.5,-0.376661,-0.416741,0.903824,-0.32413,-0.333069,0.97316,-185.7,0.126506,-0.372144
1403,ENST00000505731.5,-0.05433,-0.071116,0.763953,-0.052159,-0.055905,0.932993,-788.9,0.121121,-0.394647
1404,ENST00000513489.5,-0.184466,-0.185895,0.992308,-0.245971,-0.240616,1.022253,-226,0.112466,-0.305819
1405,ENST00000500358.6,-0.016357,-0.019695,0.830519,-0.024032,-0.024524,0.979917,-1313.9,0.102819,-0.272311
1406,ENST00000509295.5,-0.202178,-0.202492,0.998449,-0.174517,-0.169596,1.029015,-276.6,0.105033,-0.302295
1407,ENST00000509012.5,-0.305046,-0.315425,0.967095,-0.251333,-0.254604,0.987152,-168.6,0.117229,-0.298936
1408,ENST00000513752.5,-0.183937,-0.214772,0.856428,-0.178211,-0.189831,0.938785,-323,0.129353,-0.401242
1409,ENST00000506276.5,-0.197941,-0.211985,0.933749,-0.20147,-0.201959,0.99758,-220.7,0.115385,-0.31394
1410,ENST00000508156.5,-0.426779,-0.435586,0.979781,-0.323455,-0.319464,1.012493,-140.9,0.118217,-0.272534
1411,ENST00000505877.5,-0.115135,-0.117967,0.975998,-0.105458,-0.102752,1.026331,-298.9,0.103187,-0.226611
1412,ENST00000512067.5,-0.068229,-0.066396,1.027618,-0.089941,-0.085692,1.049587,-378.4,0.108142,-0.235031
1413,ENST00000500733.6,-0.008045,-0.01523,0.52827,-0.019633,-0.021529,0.911966,-1130.3,0.109153,-0.297213
1414,ENST00000451894.6,-0.072391,-0.082728,0.875052,-0.073666,-0.077779,0.947119,-357.2,0.123254,-0.293268
1415,ENST00000508913.5,-0.020207,-0.035437,0.570205,-0.030641,-0.034667,0.883854,-827.4,0.122078,-0.358027
1416,ENST00000504769.5,-0.342202,-0.352557,0.970629,-0.283657,-0.286238,0.990982,-140.9,0.133455,-0.257117
1417,ENST00000501715.6,-0.112082,-0.120717,0.928473,-0.116175,-0.118033,0.984261,-304.6,0.112727,-0.276658
1418,ENST00000496733.6,-0.624158,-0.636395,0.980772,-0.433251,-0.427486,1.013486,-103.7,0.125,-0.253545
1419,ENST00000506584.5,-0.263896,-0.266972,0.988478,-0.202303,-0.200571,1.008631,-177.7,0.127095,-0.247838
1420,ENST00000512724.5,-0.33377,-0.338056,0.987322,-0.280971,-0.277662,1.011917,-154.7,0.128295,-0.271404
1421,ENST00000506978.5,-0.404642,-0.414662,0.975837,-0.307696,-0.311854,0.986665,-153.2,0.117229,-0.271631
1422,ENST00000506014.5,-0.292925,-0.30522,0.959717,-0.304426,-0.306317,0.993826,-145.5,0.101724,-0.25043
1423,ENST00000502301.5,-0.256717,-0.279726,0.917745,-0.256361,-0.259426,0.988184,-165.4,0.13369,-0.290569
1424,ENST00000500197.6,-0.014278,-0.020604,0.692969,-0.023265,-0.023621,0.984923,-907.7,0.109763,-0.268471
1425,ENST00000504246.5,-0.017284,-0.028484,0.606812,-0.030572,-0.034047,0.897953,-720.3,0.110483,-0.313174
1426,ENST00000513893.5,-0.493261,-0.513821,0.959985,-0.272264,-0.277881,0.979785,-154.1,0.113718,-0.277658
1427,ENST00000504474.5,-0.030467,-0.035694,0.853562,-0.041694,-0.041547,1.003537,-750.8,0.103593,-0.261785
1428,ENST00000507963.5,-0.166837,-0.191014,0.87343,-0.152787,-0.160817,0.950068,-319.9,0.108578,-0.346963
1429,ENST00000501173.6,-0.143376,-0.164515,0.871505,-0.110488,-0.119458,0.924908,-344.7,0.114979,-0.363224
1430,ENST00000514573.5,-0.242076,-0.274017,0.883434,-0.215059,-0.223885,0.960581,-211.09,0.123355,-0.346617
1431,ENST00000508353.5,-0.505667,-0.510634,0.990273,-0.390253,-0.384507,1.014944,-131.8,0.086242,-0.270082
1432,ENST00000508878.5,-0.145892,-0.156884,0.929933,-0.142633,-0.140433,1.015668,-274.2,0.103413,-0.283264
1433,ENST00000523452.5,-0.378474,-0.387712,0.976174,-0.228416,-0.22778,1.002793,-162.8,0.128159,-0.293333
1434,ENST00000520067.5,-0.186373,-0.209434,0.889892,-0.136824,-0.142338,0.961262,-303.9,0.124352,-0.314596
1435,ENST00000455957.5,-0.890724,-0.871742,1.021775,-0.600293,-0.574963,1.044056,-65.8,0.097421,-0.188
1436,ENST00000444126.5,-0.015981,-0.019486,0.820128,-0.02415,-0.024625,0.980736,-1378.3,0.11099,-0.299305
1437,ENST00000422059.5,-0.035243,-0.042327,0.832623,-0.042748,-0.044198,0.967192,-700.3,0.123711,-0.313754
1438,ENST00000453754.5,-0.460171,-0.500084,0.920188,-0.408992,-0.425381,0.961472,-129.4,0.1325,-0.322693
1439,ENST00000442928.6,-0.4367,-0.453128,0.963744,-0.328681,-0.332051,0.989854,-178,0.111517,-0.324818
1440,ENST00000449449.6,-0.227056,-0.247075,0.918977,-0.180742,-0.187383,0.964559,-255.8,0.114943,-0.326276
1441,ENST00000421310.5,-0.307824,-0.336305,0.915314,-0.242031,-0.248253,0.974937,-195.3,0.123333,-0.324958
1442,ENST00000437621.6,-0.015193,-0.021248,0.715017,-0.016408,-0.018162,0.903444,-2407.3,0.114561,-0.422172
1443,ENST00000532358.5,-0.278476,-0.312919,0.889931,-0.198093,-0.21325,0.928921,-207.1,0.127622,-0.361431
1444,ENST00000518088.5,-0.430153,-0.456637,0.942001,-0.349279,-0.358311,0.974792,-142.3,0.116142,-0.279568
1445,ENST00000521159.5,-0.21088,-0.235654,0.89487,-0.137833,-0.145862,0.94495,-240.9,0.122653,-0.301125
1446,ENST00000518848.5,-0.383894,-0.432622,0.887367,-0.285513,-0.307667,0.927994,-227,0.12656,-0.403915
1447,ENST00000440438.6,-0.886936,-0.883345,1.004066,-0.610441,-0.591516,1.031994,-73,0.107955,-0.206799
1448,ENST00000439852.5,-0.178058,-0.182601,0.97512,-0.203106,-0.194588,1.043773,-184.5,0.119887,-0.259859
1449,ENST00000358772.8,-0.335002,-0.326333,1.026565,-0.311551,-0.297087,1.048687,-141.7,0.114754,-0.257636
1450,ENST00000431669.5,-0.556756,-0.549527,1.013155,-0.453582,-0.44588,1.017272,-101.5,0.13587,-0.275068
1451,ENST00000428922.5,-0.47158,-0.4615,1.021841,-0.374287,-0.366919,1.02008,-135.6,0.096267,-0.265882
1452,ENST00000415536.5,-0.264645,-0.25844,1.024007,-0.248384,-0.237679,1.045041,-154.1,0.111285,-0.241158
1453,ENST00000435981.5,-0.157435,-0.1531,1.028319,-0.131047,-0.123296,1.062862,-266.4,0.102024,-0.224431
1454,ENST00000419905.5,-0.327466,-0.330384,0.991169,-0.233207,-0.225039,1.036297,-175.8,0.104698,-0.235657
1455,ENST00000447307.5,-0.186427,-0.192293,0.969493,-0.186859,-0.183415,1.018781,-196.6,0.115862,-0.270799
1456,ENST00000433079.5,-0.057332,-0.069681,0.822774,-0.077802,-0.079763,0.975418,-350.3,0.117367,-0.277575
1457,ENST00000451786.5,-0.0074,-0.013979,0.5294,-0.01675,-0.01918,0.873314,-1194.8,0.117295,-0.340884
1458,ENST00000443623.5,-0.418117,-0.414114,1.009666,-0.387599,-0.379173,1.022223,-108.2,0.137168,-0.238852
1459,ENST00000435523.5,-0.416342,-0.424344,0.981142,-0.307939,-0.308204,0.999139,-162.4,0.123188,-0.293671
1460,ENST00000429289.5,-0.01559,-0.018449,0.845035,-0.024867,-0.025678,0.968406,-1553.9,0.107634,-0.309665
1461,ENST00000463561.5,-0.247411,-0.272212,0.908893,-0.182895,-0.18545,0.986223,-274,0.114716,-0.31713
1462,ENST00000487102.5,-0.180586,-0.171087,1.05552,-0.199594,-0.188171,1.060709,-180,0.106579,-0.236531
1463,ENST00000496968.5,-0.471094,-0.51105,0.921817,-0.356019,-0.362016,0.983433,-158.2,0.113208,-0.297928
1464,ENST00000467944.5,-0.720408,-0.725293,0.993265,-0.523134,-0.510473,1.024803,-101.9,0.102138,-0.241469
1465,ENST00000486094.5,-0.190656,-0.217644,0.875997,-0.168182,-0.174401,0.964341,-285.9,0.119804,-0.349084
1466,ENST00000488041.5,-0.499285,-0.510671,0.977703,-0.378795,-0.373852,1.013221,-128.7,0.102334,-0.230645
1467,ENST00000478925.5,-0.375511,-0.407907,0.920579,-0.288751,-0.298154,0.968461,-215.3,0.111712,-0.386511
1468,ENST00000462305.5,-0.153948,-0.188398,0.817142,-0.163256,-0.170247,0.958937,-266.1,0.126943,-0.344243
1469,ENST00000470435.5,-0.299518,-0.323945,0.924594,-0.250358,-0.260742,0.960175,-220.7,0.113145,-0.363123
1470,ENST00000447563.5,-0.013071,-0.018983,0.688537,-0.029527,-0.030703,0.961704,-1321.6,0.113523,-0.345607
1471,ENST00000520348.5,-0.218705,-0.232887,0.939107,-0.209212,-0.209384,0.99918,-166.5,0.112828,-0.256944
1472,ENST00000520944.5,-0.199379,-0.214281,0.930457,-0.192887,-0.195176,0.988274,-175,0.11617,-0.274295
1473,ENST00000621883.1,-0.019046,-0.020008,0.951929,-0.03429,-0.033089,1.036298,-965.7,0.109708,-0.253998
1474,ENST00000504145.5,-0.077277,-0.090259,0.856164,-0.077767,-0.078323,0.992895,-545.2,0.112031,-0.346819
1475,ENST00000501396.5,-0.200648,-0.201628,0.995137,-0.162764,-0.153027,1.063636,-270.1,0.107643,-0.29043
1476,ENST00000502082.5,-0.118423,-0.124614,0.950317,-0.097823,-0.09629,1.015913,-391.8,0.121212,-0.275915
1477,ENST00000513868.6,-0.047715,-0.057375,0.831642,-0.054437,-0.056498,0.963522,-559.8,0.126031,-0.329488
1478,ENST00000521600.5,-0.663248,-0.67462,0.983143,-0.467701,-0.465683,1.004335,-119.3,0.108108,-0.292402
1479,ENST00000522875.5,-0.147248,-0.151446,0.972279,-0.142746,-0.134352,1.062477,-277.3,0.129207,-0.300759
1480,ENST00000517345.5,-0.510272,-0.496881,1.026949,-0.42932,-0.415412,1.03348,-97.2,0.116438,-0.221412
1481,ENST00000521090.5,-0.310999,-0.309007,1.006445,-0.238893,-0.228805,1.044089,-204.2,0.104787,-0.263824
1482,ENST00000520068.5,-0.336245,-0.331475,1.014391,-0.261966,-0.250647,1.045156,-157.7,0.092827,-0.221489
1483,ENST00000521097.5,-0.450424,-0.449859,1.001255,-0.396349,-0.387709,1.022286,-132.3,0.115226,-0.271663
1484,ENST00000454968.5,-0.063023,-0.07626,0.826421,-0.084713,-0.088452,0.957732,-560.7,0.131954,-0.399644
1485,ENST00000417942.5,-0.208041,-0.20263,1.026703,-0.234537,-0.222415,1.054501,-173.3,0.114799,-0.239365
1486,ENST00000431616.5,-0.361166,-0.367632,0.982411,-0.256094,-0.252965,1.01237,-165.6,0.114286,-0.295187
1487,ENST00000420471.5,-0.144527,-0.159595,0.905584,-0.160329,-0.161333,0.993776,-256,0.11828,-0.305489
1488,ENST00000426528.5,-0.078821,-0.087366,0.902189,-0.091085,-0.090757,1.003616,-320.1,0.128092,-0.282524
1489,ENST00000449111.5,-0.028525,-0.03575,0.797888,-0.026576,-0.028009,0.948821,-1252.7,0.119836,-0.36693
1490,ENST00000444489.5,-0.023703,-0.031277,0.757856,-0.02732,-0.028513,0.958143,-1051.7,0.117627,-0.356388
1491,ENST00000481898.5,-0.145973,-0.154305,0.946003,-0.144979,-0.140449,1.032257,-330.2,0.105847,-0.332528
1492,ENST00000460249.5,-0.147077,-0.157026,0.936642,-0.187047,-0.187292,0.998693,-233.2,0.117876,-0.301682
1493,ENST00000472367.5,-0.215018,-0.232947,0.923036,-0.153047,-0.158039,0.96841,-287.1,0.118537,-0.361587
1494,ENST00000413665.5,-0.079648,-0.092764,0.858604,-0.089355,-0.091708,0.974337,-361.6,0.130769,-0.347358
1495,ENST00000528524.5,-0.333137,-0.363369,0.916802,-0.251575,-0.254963,0.986715,-163.9,0.109489,-0.298543
1496,ENST00000529031.5,-0.578189,-0.590667,0.978876,-0.441444,-0.443774,0.99475,-112.4,0.110599,-0.258391
1497,ENST00000530825.5,-0.787739,-0.788935,0.998485,-0.511539,-0.506562,1.009825,-83,0.109626,-0.221333
1498,ENST00000529811.5,-0.524457,-0.535386,0.979587,-0.415676,-0.418574,0.993076,-115.7,0.114486,-0.269697
